"Region","Country","source","Data_status","Year","Month","season_nMonth","cases","cum_todate_cases_year","Predicted_total_seasonal_cases","Ave_season_monthly_cases","Ave_monthly_proportion","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion"
"South America","Brazil","PAHO","Observed",2026,1,4,166163,166163,1698002,193658,0.09,314251,0.16
"South America","Brazil","PAHO","Observed",2026,2,5,181623,347786,1698002,311282,0.13,625533,0.3
"South America","Brazil","PAHO","Observed",2026,3,6,279906,627692,1698002,485656,0.2,1111189,0.49
"South America","Brazil","PAHO","Observed",2026,4,7,216150,843842,1698002,458810,0.21,1569999,0.71
"South America","Brazil","PAHO","Observed",2026,5,8,175904,1019746,1698002,311112,0.15,1881111,0.85
"South America","Brazil","PAHO","Observed",2026,6,9,154645,1174391,1698002,127718,0.06,2008829,0.92
"South America","Brazil","PAHO","Observed",2026,7,10,93038,1267429,1698002,60128,0.03,2068957,0.95
"South America","Brazil","PAHO","Observed",2026,8,11,48105,1315534,1698002,40514,0.02,2109471,0.98
"South America","Brazil",NA,"Unobserved",2026,9,12,NA,NA,1698002,39178,0.02,2148649,1
"South America","Brazil",NA,"Unobserved",2026,10,1,NA,NA,NA,34391,0.02,34391,0.02
"South America","Brazil",NA,"Unobserved",2026,11,2,NA,NA,NA,42457,0.02,76848,0.05
"South America","Brazil",NA,"Unobserved",2026,12,3,NA,NA,NA,43746,0.03,120593,0.07
"Caribbean","Barbados","PAHO","Observed",2025,1,10,28,28,56,127,0.14,885,0.84
"Caribbean","Barbados","PAHO","Observed",2025,2,11,16,44,56,86,0.09,971,0.94
"Caribbean","Barbados","PAHO","Observed",2025,3,12,12,56,56,59,0.06,1030,1
"Caribbean","Barbados","PAHO","Observed",2025,4,1,18,74,144,40,0.06,40,0.06
"Caribbean","Barbados","PAHO","Observed",2025,5,2,10,84,144,41,0.05,81,0.11
"Caribbean","Barbados","PAHO","Observed",2025,6,3,11,95,144,44,0.06,125,0.17
"Caribbean","Barbados","PAHO","Observed",2025,7,4,13,108,144,46,0.06,171,0.23
"Caribbean","Barbados","PAHO","Observed",2025,8,5,11,119,144,70,0.07,241,0.31
"Caribbean","Barbados","PAHO","Observed",2025,9,6,17,136,144,156,0.12,397,0.43
"Caribbean","Barbados","PAHO","Observed",2025,10,7,12,148,144,141,0.11,538,0.54
"Caribbean","Barbados","PAHO","Observed",2025,11,8,24,172,144,118,0.09,656,0.63
"Caribbean","Barbados","PAHO","Observed",2025,12,9,6,178,144,102,0.08,758,0.71
"Caribbean","Barbados","PAHO","Observed",2026,1,10,12,12,144,127,0.14,885,0.84
"Caribbean","Barbados","PAHO","Observed",2026,2,11,8,20,144,86,0.09,971,0.94
"Caribbean","Barbados","PAHO","Observed",2026,3,12,2,22,144,59,0.06,1030,1
"Caribbean","Barbados","PAHO","Observed",2026,4,1,8,30,163,40,0.06,40,0.06
"Caribbean","Barbados","PAHO","Observed",2026,5,2,9,39,163,41,0.05,81,0.11
"Caribbean","Barbados","PAHO","Observed",2026,6,3,15,54,163,44,0.06,125,0.17
"Caribbean","Barbados","WHO","Observed",2026,7,4,6,60,163,46,0.06,171,0.23
"Caribbean","Barbados","Estimates","Unobserved",2026,8,5,10,70,163,70,0.07,241,0.31
"Caribbean","Barbados",NA,"Unobserved",2026,9,6,NA,NA,163,156,0.12,397,0.43
"Caribbean","Barbados",NA,"Unobserved",2026,10,7,NA,NA,163,141,0.11,538,0.54
"Caribbean","Barbados",NA,"Unobserved",2026,11,8,NA,NA,163,118,0.09,656,0.63
"Caribbean","Barbados",NA,"Unobserved",2026,12,9,NA,NA,163,102,0.08,758,0.71
"South Asia","Bhutan","SEARO","Observed",2025,1,11,2,2,4,54,0.14,830,0.93
"South Asia","Bhutan","WHO","Observed",2025,2,12,2,4,4,25,0.07,855,1
"South Asia","Bhutan","SEARO","Observed",2025,3,1,1,5,89,44,0.04,44,0.04
"South Asia","Bhutan","WHO","Observed",2025,4,2,11,16,89,46,0.05,90,0.08
"South Asia","Bhutan","SEARO","Observed",2025,5,3,1,17,89,36,0.04,126,0.12
"South Asia","Bhutan","WHO","Observed",2025,6,4,12,29,89,49,0.05,175,0.17
"South Asia","Bhutan","SEARO","Observed",2025,7,5,3,32,89,66,0.07,241,0.24
"South Asia","Bhutan","SEARO","Observed",2025,8,6,22,54,89,123,0.13,364,0.38
"South Asia","Bhutan","SEARO","Observed",2025,9,7,5,59,89,116,0.12,480,0.5
"South Asia","Bhutan","SEARO","Observed",2025,10,8,1,60,89,112,0.12,591,0.61
"South Asia","Bhutan","WHO","Observed",2025,11,9,18,78,89,103,0.1,695,0.71
"South Asia","Bhutan","WHO","Observed",2025,12,10,6,84,89,81,0.08,776,0.79
"South Asia","Bhutan","WHO","Observed",2026,1,11,5,5,89,54,0.14,830,0.93
"South Asia","Bhutan","WHO","Observed",2026,2,12,4,9,89,25,0.07,855,1
"South Asia","Bhutan","WHO","Observed",2026,3,1,1,10,99,44,0.04,44,0.04
"South Asia","Bhutan","WHO","Observed",2026,4,2,4,14,99,46,0.05,90,0.08
"South Asia","Bhutan","WHO","Observed",2026,5,3,11,25,99,36,0.04,126,0.12
"South Asia","Bhutan","WHO","Observed",2026,6,4,7,32,99,49,0.05,175,0.17
"South Asia","Bhutan","SEARO","Observed",2026,7,5,1,33,99,66,0.07,241,0.24
"South Asia","Bhutan","Estimates","Unobserved",2026,8,6,12,45,99,123,0.13,364,0.38
"South Asia","Bhutan","SEARO","Unobserved",2026,9,7,NA,NA,99,116,0.12,480,0.5
"South Asia","Bhutan","SEARO","Unobserved",2026,10,8,NA,NA,99,112,0.12,591,0.61
"South Asia","Bhutan","SEARO","Unobserved",2026,11,9,NA,NA,99,103,0.1,695,0.71
"South Asia","Bhutan","SEARO","Unobserved",2026,12,10,NA,NA,99,81,0.08,776,0.79
"South America","Chile","WHO","Observed",2025,1,10,0,0,0,1,0.04,28,0.73
"South America","Chile","WHO","Observed",2025,2,11,0,0,0,2,0.06,30,0.8
"South America","Chile","WHO","Observed",2025,3,12,0,0,0,8,0.2,38,1
"South America","Chile","WHO","Observed",2025,4,1,0,0,17,13,0.34,13,0.34
"South America","Chile","WHO","Observed",2025,5,2,0,0,17,6,0.15,19,0.49
"South America","Chile","WHO","Observed",2025,6,3,0,0,17,2,0.04,20,0.54
"South America","Chile","WHO","Observed",2025,7,4,0,0,17,1,0.03,21,0.56
"South America","Chile","WHO","Observed",2025,8,5,0,0,17,1,0.03,22,0.59
"South America","Chile","WHO","Observed",2025,9,6,0,0,17,1,0.03,23,0.62
"South America","Chile","WHO","Observed",2025,10,7,0,0,17,1,0.03,24,0.64
"South America","Chile","WHO","Observed",2025,11,8,0,0,17,1,0.03,25,0.67
"South America","Chile","WHO","Observed",2025,12,9,0,0,17,1,0.03,26,0.7
"South America","Chile","WHO","Observed",2026,1,10,0,0,17,1,0.04,28,0.73
"South America","Chile","PAHO","Observed",2026,2,11,6,6,17,2,0.06,30,0.8
"South America","Chile","PAHO","Observed",2026,3,12,11,17,17,8,0.2,38,1
"South America","Chile","PAHO","Observed",2026,4,1,5,22,27,13,0.34,13,0.34
"South America","Chile","PAHO","Observed",2026,5,2,10,32,27,6,0.15,19,0.49
"South America","Chile","WHO","Observed",2026,6,3,0,32,27,2,0.04,20,0.54
"South America","Chile","WHO","Observed",2026,7,4,0,32,27,1,0.03,21,0.56
"South America","Chile","Estimates","Unobserved",2026,8,5,0,32,27,1,0.03,22,0.59
"South America","Chile",NA,"Unobserved",2026,9,6,NA,NA,27,1,0.03,23,0.62
"South America","Chile",NA,"Unobserved",2026,10,7,NA,NA,27,1,0.03,24,0.64
"South America","Chile",NA,"Unobserved",2026,11,8,NA,NA,27,1,0.03,25,0.67
"South America","Chile",NA,"Unobserved",2026,12,9,NA,NA,27,1,0.03,26,0.7
"East & Southeast Asia","China","WHO","Observed",2025,1,11,49,49,100,27,0.01,10533,0.99
"East & Southeast Asia","China","WHO","Observed",2025,2,12,51,100,100,20,0.01,10553,1
"East & Southeast Asia","China","WHO","Observed",2025,3,1,38,138,10094,12,0,12,0
"East & Southeast Asia","China","WHO","Observed",2025,4,2,74,212,10094,21,0,33,0
"East & Southeast Asia","China","WHO","Observed",2025,5,3,126,338,10094,42,0,75,0
"East & Southeast Asia","China","WHO","Observed",2025,6,4,225,563,10094,100,0.01,174,0.01
"East & Southeast Asia","China","WHO","Observed",2025,7,5,694,1257,10094,340,0.03,514,0.05
"East & Southeast Asia","China","WHO","Observed",2025,8,6,1702,2959,10094,1089,0.13,1603,0.17
"East & Southeast Asia","China","WHO","Observed",2025,9,7,2321,5280,10094,3144,0.29,4748,0.47
"East & Southeast Asia","China","WHO","Observed",2025,10,8,3727,9007,10094,4488,0.37,9236,0.83
"East & Southeast Asia","China","WHO","Observed",2025,11,9,849,9856,10094,1138,0.13,10374,0.97
"East & Southeast Asia","China","WHO","Observed",2025,12,10,151,10007,10094,133,0.02,10506,0.99
"East & Southeast Asia","China","WHO","Observed",2026,1,11,93,93,10094,27,0.01,10533,0.99
"East & Southeast Asia","China","WHO","Observed",2026,2,12,94,187,10094,20,0.01,10553,1
"East & Southeast Asia","China","WHO","Observed",2026,3,1,92,279,40458,12,0,12,0
"East & Southeast Asia","China","WHO","Observed",2026,4,2,137,416,40458,21,0,33,0
"East & Southeast Asia","China","WHO","Observed",2026,5,3,222,638,40458,42,0,75,0
"East & Southeast Asia","China","WHO","Observed",2026,6,4,255,893,40458,100,0.01,174,0.01
"East & Southeast Asia","China","WHO","Observed",2026,7,5,1120,2013,40458,340,0.03,514,0.05
"East & Southeast Asia","China","Estimates","Unobserved",2026,8,6,1299,3312,40458,1089,0.13,1603,0.17
"East & Southeast Asia","China",NA,"Unobserved",2026,9,7,NA,NA,40458,3144,0.29,4748,0.47
"East & Southeast Asia","China",NA,"Unobserved",2026,10,8,NA,NA,40458,4488,0.37,9236,0.83
"East & Southeast Asia","China",NA,"Unobserved",2026,11,9,NA,NA,40458,1138,0.13,10374,0.97
"East & Southeast Asia","China",NA,"Unobserved",2026,12,10,NA,NA,40458,133,0.02,10506,0.99
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,1,12,23,23,23,79,0.27,2630,1
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,2,1,5,28,433,43,0.01,43,0.01
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,3,2,15,43,433,31,0.01,74,0.03
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,4,3,15,58,433,20,0.01,94,0.04
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,5,4,28,86,433,50,0.03,144,0.07
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,6,5,78,164,433,461,0.12,605,0.19
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,7,6,106,270,433,748,0.2,1353,0.39
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,8,7,39,309,433,859,0.21,2212,0.6
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,9,8,28,337,433,222,0.07,2434,0.67
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,10,9,0,337,433,62,0.01,2496,0.68
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,11,10,19,356,433,36,0.02,2532,0.7
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2025,12,11,40,396,433,20,0.03,2552,0.73
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2026,1,12,60,60,433,79,0.27,2630,1
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2026,2,1,36,96,830,43,0.01,43,0.01
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2026,3,2,51,147,830,31,0.01,74,0.03
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2026,4,3,25,172,830,20,0.01,94,0.04
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2026,5,4,22,194,830,50,0.03,144,0.07
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2026,6,5,91,285,830,461,0.12,605,0.19
"Sub-Saharan Africa","Cote D'ivoire","WHO","Observed",2026,7,6,100,385,830,748,0.2,1353,0.39
"Sub-Saharan Africa","Cote D'ivoire","Estimates","Unobserved",2026,8,7,90,475,830,859,0.21,2212,0.6
"Sub-Saharan Africa","Cote D'ivoire",NA,"Unobserved",2026,9,8,NA,NA,830,222,0.07,2434,0.67
"Sub-Saharan Africa","Cote D'ivoire",NA,"Unobserved",2026,10,9,NA,NA,830,62,0.01,2496,0.68
"Sub-Saharan Africa","Cote D'ivoire",NA,"Unobserved",2026,11,10,NA,NA,830,36,0.02,2532,0.7
"Sub-Saharan Africa","Cote D'ivoire",NA,"Unobserved",2026,12,11,NA,NA,830,20,0.03,2552,0.73
"Pacific Islands","Cook Islands","WHO","Observed",2025,1,2,0,0,222,11,0.03,18,0.04
"Pacific Islands","Cook Islands","WHO","Observed",2025,2,3,1,1,222,50,0.15,68,0.19
"Pacific Islands","Cook Islands","WHO","Observed",2025,3,4,0,1,222,98,0.29,166,0.47
"Pacific Islands","Cook Islands","WHO","Observed",2025,4,5,1,2,222,64,0.17,229,0.64
"Pacific Islands","Cook Islands","WHO","Observed",2025,5,6,12,14,222,48,0.13,277,0.77
"Pacific Islands","Cook Islands","WHO","Observed",2025,6,7,23,37,222,28,0.07,305,0.84
"Pacific Islands","Cook Islands","WHO","Observed",2025,7,8,34,71,222,23,0.06,328,0.89
"Pacific Islands","Cook Islands","WHO","Observed",2025,8,9,18,89,222,14,0.03,342,0.93
"Pacific Islands","Cook Islands","WHO","Observed",2025,9,10,40,129,222,10,0.04,352,0.97
"Pacific Islands","Cook Islands","WHO","Observed",2025,10,11,34,163,222,5,0.02,357,0.98
"Pacific Islands","Cook Islands","WHO","Observed",2025,11,12,59,222,222,4,0.02,361,1
"Pacific Islands","Cook Islands","WHO","Observed",2025,12,1,12,234,1288,7,0.01,7,0.01
"Pacific Islands","Cook Islands","WHO","Observed",2026,1,2,496,496,1288,11,0.03,18,0.04
"Pacific Islands","Cook Islands","WHO","Observed",2026,2,3,470,966,1288,50,0.15,68,0.19
"Pacific Islands","Cook Islands","WHO","Observed",2026,3,4,164,1130,1288,98,0.29,166,0.47
"Pacific Islands","Cook Islands","WHO","Observed",2026,4,5,9,1139,1288,64,0.17,229,0.64
"Pacific Islands","Cook Islands","WHO","Observed",2026,5,6,0,1139,1288,48,0.13,277,0.77
"Pacific Islands","Cook Islands","WHO","Observed",2026,6,7,0,1139,1288,28,0.07,305,0.84
"Pacific Islands","Cook Islands","WHO","Observed",2026,7,8,0,1139,1288,23,0.06,328,0.89
"Pacific Islands","Cook Islands","Estimates","Unobserved",2026,8,9,42,1181,1288,14,0.03,342,0.93
"Pacific Islands","Cook Islands",NA,"Unobserved",2026,9,10,NA,NA,1288,10,0.04,352,0.97
"Pacific Islands","Cook Islands",NA,"Unobserved",2026,10,11,NA,NA,1288,5,0.02,357,0.98
"Pacific Islands","Cook Islands",NA,"Unobserved",2026,11,12,NA,NA,1288,4,0.02,361,1
"Pacific Islands","Cook Islands",NA,"Unobserved",2026,12,1,NA,NA,NA,7,0.01,7,0.01
"South America","Colombia","PAHO","Observed",2025,1,12,19794,19794,19794,9961,0.11,102814,1
"South America","Colombia","PAHO","Observed",2025,2,1,14705,34499,116862,8925,0.09,8925,0.09
"South America","Colombia","PAHO","Observed",2025,3,2,16984,51483,116862,9758,0.09,18683,0.17
"South America","Colombia","PAHO","Observed",2025,4,3,13301,64784,116862,9446,0.09,28129,0.26
"South America","Colombia","PAHO","Observed",2025,5,4,11614,76398,116862,10349,0.09,38479,0.35
"South America","Colombia","PAHO","Observed",2025,6,5,11049,87447,116862,9796,0.08,48274,0.44
"South America","Colombia","PAHO","Observed",2025,7,6,7429,94876,116862,8740,0.08,57014,0.52
"South America","Colombia","PAHO","Observed",2025,8,7,5159,100035,116862,7105,0.07,64120,0.59
"South America","Colombia","PAHO","Observed",2025,9,8,6506,106541,116862,7135,0.07,71254,0.66
"South America","Colombia","PAHO","Observed",2025,10,9,4615,111156,116862,7078,0.08,78332,0.74
"South America","Colombia","PAHO","Observed",2025,11,10,6554,117710,116862,7498,0.08,85830,0.82
"South America","Colombia","PAHO","Observed",2025,12,11,7409,125119,116862,7023,0.08,92853,0.89
"South America","Colombia","PAHO","Observed",2026,1,12,11537,11537,116862,9961,0.11,102814,1
"South America","Colombia","PAHO","Observed",2026,2,1,9292,20829,103112,8925,0.09,8925,0.09
"South America","Colombia","PAHO","Observed",2026,3,2,10803,31632,103112,9758,0.09,18683,0.17
"South America","Colombia","PAHO","Observed",2026,4,3,7763,39395,103112,9446,0.09,28129,0.26
"South America","Colombia","PAHO","Observed",2026,5,4,8948,48343,103112,10349,0.09,38479,0.35
"South America","Colombia","PAHO","Observed",2026,6,5,10919,59262,103112,9796,0.08,48274,0.44
"South America","Colombia","PAHO","Observed",2026,7,6,9108,68370,103112,8740,0.08,57014,0.52
"South America","Colombia","PAHO","Observed",2026,8,7,4176,72546,103112,7105,0.07,64120,0.59
"South America","Colombia",NA,"Unobserved",2026,9,8,NA,NA,103112,7135,0.07,71254,0.66
"South America","Colombia",NA,"Unobserved",2026,10,9,NA,NA,103112,7078,0.08,78332,0.74
"South America","Colombia",NA,"Unobserved",2026,11,10,NA,NA,103112,7498,0.08,85830,0.82
"South America","Colombia",NA,"Unobserved",2026,12,11,NA,NA,103112,7023,0.08,92853,0.89
"North & Central America","Costa Rica","PAHO","Observed",2025,1,11,544,544,804,1515,0.07,19941,0.96
"North & Central America","Costa Rica","PAHO","Observed",2025,2,12,260,804,804,795,0.04,20735,1
"North & Central America","Costa Rica","PAHO","Observed",2025,3,1,286,1090,5619,715,0.04,715,0.04
"North & Central America","Costa Rica","PAHO","Observed",2025,4,2,165,1255,5619,644,0.04,1358,0.07
"North & Central America","Costa Rica","PAHO","Observed",2025,5,3,185,1440,5619,1105,0.06,2464,0.13
"North & Central America","Costa Rica","PAHO","Observed",2025,6,4,326,1766,5619,1820,0.1,4283,0.23
"North & Central America","Costa Rica","PAHO","Observed",2025,7,5,492,2258,5619,2548,0.13,6831,0.36
"North & Central America","Costa Rica","PAHO","Observed",2025,8,6,664,2922,5619,2702,0.13,9533,0.49
"North & Central America","Costa Rica","PAHO","Observed",2025,9,7,876,3798,5619,2492,0.12,12025,0.61
"North & Central America","Costa Rica","PAHO","Observed",2025,10,8,740,4538,5619,2543,0.12,14568,0.73
"North & Central America","Costa Rica","PAHO","Observed",2025,11,9,780,5318,5619,2402,0.1,16971,0.83
"North & Central America","Costa Rica","PAHO","Observed",2025,12,10,701,6019,5619,1455,0.06,18426,0.89
"North & Central America","Costa Rica","PAHO","Observed",2026,1,11,251,251,5619,1515,0.07,19941,0.96
"North & Central America","Costa Rica","PAHO","Observed",2026,2,12,153,404,5619,795,0.04,20735,1
"North & Central America","Costa Rica","PAHO","Observed",2026,3,1,147,551,5646,715,0.04,715,0.04
"North & Central America","Costa Rica","PAHO","Observed",2026,4,2,146,697,5646,644,0.04,1358,0.07
"North & Central America","Costa Rica","PAHO","Observed",2026,5,3,260,957,5646,1105,0.06,2464,0.13
"North & Central America","Costa Rica","PAHO","Observed",2026,6,4,790,1747,5646,1820,0.1,4283,0.23
"North & Central America","Costa Rica","PAHO","Observed",2026,7,5,1218,2965,5646,2548,0.13,6831,0.36
"North & Central America","Costa Rica","PAHO","Observed",2026,8,6,218,3183,5646,2702,0.13,9533,0.49
"North & Central America","Costa Rica",NA,"Unobserved",2026,9,7,NA,NA,5646,2492,0.12,12025,0.61
"North & Central America","Costa Rica",NA,"Unobserved",2026,10,8,NA,NA,5646,2543,0.12,14568,0.73
"North & Central America","Costa Rica",NA,"Unobserved",2026,11,9,NA,NA,5646,2402,0.1,16971,0.83
"North & Central America","Costa Rica",NA,"Unobserved",2026,12,10,NA,NA,5646,1455,0.06,18426,0.89
"Caribbean","Cuba","Estimates","Unobserved",2025,1,10,2815,2815,NA,156,0.09,1755,0.91
"Caribbean","Cuba","Estimates","Unobserved",2025,2,11,1517,4332,NA,84,0.05,1840,0.95
"Caribbean","Cuba","Estimates","Unobserved",2025,3,12,1459,5791,NA,80,0.05,1920,1
"Caribbean","Cuba","Estimates","Unobserved",2025,4,1,1063,6854,31723,66,0.03,66,0.03
"Caribbean","Cuba","Estimates","Unobserved",2025,5,2,1492,8346,31723,91,0.05,157,0.08
"Caribbean","Cuba","Estimates","Unobserved",2025,6,3,1903,10249,31723,116,0.06,273,0.14
"Caribbean","Cuba","WHO","Observed",2025,7,4,3945,14194,31723,138,0.07,411,0.21
"Caribbean","Cuba","Estimates","Unobserved",2025,8,5,3595,17789,31723,221,0.11,632,0.32
"Caribbean","Cuba","WHO","Observed",2025,9,6,2574,20363,31723,279,0.14,911,0.47
"Caribbean","Cuba","Estimates","Unobserved",2025,10,7,4655,25018,31723,288,0.15,1199,0.61
"Caribbean","Cuba","WHO","Observed",2025,11,8,19476,44494,31723,235,0.12,1434,0.73
"Caribbean","Cuba","PAHO","Observed",2025,12,9,4697,49191,31723,165,0.08,1599,0.82
"Caribbean","Cuba","PAHO","Observed",2026,1,10,713,713,31723,156,0.09,1755,0.91
"Caribbean","Cuba","PAHO","Observed",2026,2,11,169,882,31723,84,0.05,1840,0.95
"Caribbean","Cuba","PAHO","Observed",2026,3,12,149,1031,31723,80,0.05,1920,1
"Caribbean","Cuba","PAHO","Observed",2026,4,1,153,1184,5088,66,0.03,66,0.03
"Caribbean","Cuba","PAHO","Observed",2026,5,2,264,1448,5088,91,0.05,157,0.08
"Caribbean","Cuba","PAHO","Observed",2026,6,3,298,1746,5088,116,0.06,273,0.14
"Caribbean","Cuba","Estimates","Unobserved",2026,7,4,2252,3998,5088,138,0.07,411,0.21
"Caribbean","Cuba","Estimates","Unobserved",2026,8,5,3595,7593,5088,221,0.11,632,0.32
"Caribbean","Cuba",NA,"Unobserved",2026,9,6,NA,NA,5088,279,0.14,911,0.47
"Caribbean","Cuba",NA,"Unobserved",2026,10,7,NA,NA,5088,288,0.15,1199,0.61
"Caribbean","Cuba",NA,"Unobserved",2026,11,8,NA,NA,5088,235,0.12,1434,0.73
"Caribbean","Cuba",NA,"Unobserved",2026,12,9,NA,NA,5088,165,0.08,1599,0.82
"Caribbean","Cayman Islands","WHO","Observed",2025,1,10,0,0,0,15,0.22,78,0.88
"Caribbean","Cayman Islands","WHO","Observed",2025,2,11,0,0,0,9,0.09,86,0.98
"Caribbean","Cayman Islands","WHO","Observed",2025,3,12,0,0,0,2,0.02,88,1
"Caribbean","Cayman Islands","WHO","Observed",2025,4,1,0,0,0,1,0.02,1,0.02
"Caribbean","Cayman Islands","WHO","Observed",2025,5,2,0,0,0,1,0.02,3,0.03
"Caribbean","Cayman Islands","WHO","Observed",2025,6,3,0,0,0,2,0.02,5,0.06
"Caribbean","Cayman Islands","WHO","Observed",2025,7,4,0,0,0,7,0.07,11,0.12
"Caribbean","Cayman Islands","WHO","Observed",2025,8,5,0,0,0,3,0.03,14,0.15
"Caribbean","Cayman Islands","WHO","Observed",2025,9,6,0,0,0,7,0.07,21,0.23
"Caribbean","Cayman Islands","WHO","Observed",2025,10,7,0,0,0,20,0.2,41,0.43
"Caribbean","Cayman Islands","WHO","Observed",2025,11,8,0,0,0,17,0.18,58,0.61
"Caribbean","Cayman Islands","WHO","Observed",2025,12,9,0,0,0,5,0.06,63,0.67
"Caribbean","Cayman Islands","WHO","Observed",2026,1,10,0,0,0,15,0.22,78,0.88
"Caribbean","Cayman Islands","WHO","Observed",2026,2,11,0,0,0,9,0.09,86,0.98
"Caribbean","Cayman Islands","WHO","Observed",2026,3,12,0,0,0,2,0.02,88,1
"Caribbean","Cayman Islands","WHO","Observed",2026,4,1,0,0,0,1,0.02,1,0.02
"Caribbean","Cayman Islands","WHO","Observed",2026,5,2,0,0,0,1,0.02,3,0.03
"Caribbean","Cayman Islands","WHO","Observed",2026,6,3,0,0,0,2,0.02,5,0.06
"Caribbean","Cayman Islands","WHO","Observed",2026,7,4,0,0,0,7,0.07,11,0.12
"Caribbean","Cayman Islands","Estimates","Unobserved",2026,8,5,0,0,0,3,0.03,14,0.15
"Caribbean","Cayman Islands",NA,"Unobserved",2026,9,6,NA,NA,0,7,0.07,21,0.23
"Caribbean","Cayman Islands",NA,"Unobserved",2026,10,7,NA,NA,0,20,0.2,41,0.43
"Caribbean","Cayman Islands",NA,"Unobserved",2026,11,8,NA,NA,0,17,0.18,58,0.61
"Caribbean","Cayman Islands",NA,"Unobserved",2026,12,9,NA,NA,0,5,0.06,63,0.67
"Caribbean","Dominican Republic","PAHO","Observed",2025,1,11,201,201,367,777,0.08,8907,0.94
"Caribbean","Dominican Republic","PAHO","Observed",2025,2,12,166,367,367,433,0.06,9340,1
"Caribbean","Dominican Republic","PAHO","Observed",2025,3,1,239,606,1861,460,0.08,460,0.08
"Caribbean","Dominican Republic","PAHO","Observed",2025,4,2,126,732,1861,372,0.06,833,0.15
"Caribbean","Dominican Republic","PAHO","Observed",2025,5,3,166,898,1861,410,0.06,1243,0.21
"Caribbean","Dominican Republic","PAHO","Observed",2025,6,4,178,1076,1861,518,0.07,1761,0.28
"Caribbean","Dominican Republic","PAHO","Observed",2025,7,5,139,1215,1861,694,0.07,2455,0.36
"Caribbean","Dominican Republic","PAHO","Observed",2025,8,6,117,1332,1861,909,0.08,3364,0.44
"Caribbean","Dominican Republic","PAHO","Observed",2025,9,7,168,1500,1861,1325,0.11,4689,0.55
"Caribbean","Dominican Republic","PAHO","Observed",2025,10,8,172,1672,1861,1602,0.13,6291,0.68
"Caribbean","Dominican Republic","PAHO","Observed",2025,11,9,196,1868,1861,986,0.11,7277,0.79
"Caribbean","Dominican Republic","PAHO","Observed",2025,12,10,143,2011,1861,853,0.08,8130,0.87
"Caribbean","Dominican Republic","PAHO","Observed",2026,1,11,132,132,1861,777,0.08,8907,0.94
"Caribbean","Dominican Republic","PAHO","Observed",2026,2,12,85,217,1861,433,0.06,9340,1
"Caribbean","Dominican Republic","PAHO","Observed",2026,3,1,103,320,1790,460,0.08,460,0.08
"Caribbean","Dominican Republic","PAHO","Observed",2026,4,2,93,413,1790,372,0.06,833,0.15
"Caribbean","Dominican Republic","PAHO","Observed",2026,5,3,135,548,1790,410,0.06,1243,0.21
"Caribbean","Dominican Republic","PAHO","Observed",2026,6,4,165,713,1790,518,0.07,1761,0.28
"Caribbean","Dominican Republic","PAHO","Observed",2026,7,5,145,858,1790,694,0.07,2455,0.36
"Caribbean","Dominican Republic","Estimates","Unobserved",2026,8,6,158,1016,1790,909,0.08,3364,0.44
"Caribbean","Dominican Republic",NA,"Unobserved",2026,9,7,NA,NA,1790,1325,0.11,4689,0.55
"Caribbean","Dominican Republic",NA,"Unobserved",2026,10,8,NA,NA,1790,1602,0.13,6291,0.68
"Caribbean","Dominican Republic",NA,"Unobserved",2026,11,9,NA,NA,1790,986,0.11,7277,0.79
"Caribbean","Dominican Republic",NA,"Unobserved",2026,12,10,NA,NA,1790,853,0.08,8130,0.87
"South America","Ecuador","PAHO","Observed",2025,1,3,4513,4513,35853,1520,0.08,3449,0.18
"South America","Ecuador","PAHO","Observed",2025,2,4,4122,8635,35853,1799,0.09,5249,0.27
"South America","Ecuador","PAHO","Observed",2025,3,5,5770,14405,35853,2650,0.12,7898,0.4
"South America","Ecuador","PAHO","Observed",2025,4,6,4985,19390,35853,2776,0.12,10675,0.52
"South America","Ecuador","PAHO","Observed",2025,5,7,5324,24714,35853,3289,0.14,13963,0.66
"South America","Ecuador","PAHO","Observed",2025,6,8,4741,29455,35853,2530,0.11,16494,0.77
