"Region","Country","source","Data_status","Year","Month","season_nMonth","cases","cum_todate_cases_calendar","Predicted_total_seasonal_cases","Ave_season_monthly_cases","Ave_monthly_proportion","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion"
"East & Southeast Asia","Singapore","WHO","Observed",2025,8,7,233,3281,379,1463,0.09,9074,0.61
"East & Southeast Asia","Singapore","WHO","Observed",2025,6,5,449,2583,1123,1864,0.12,5782,0.4
"East & Southeast Asia","Singapore","WHO","Observed",2024,6,5,1224,9256,3061,1864,0.12,5782,0.4
"East & Southeast Asia","Singapore",NA,"Unobserved",2025,12,11,NA,NA,NA,707,0.06,12462,0.89
"East & Southeast Asia","Singapore","WHO","Observed",2024,3,2,1367,5166,10773,810,0.06,1551,0.13
"East & Southeast Asia","Singapore","WHO","Observed",2024,5,4,1466,8032,5171,1458,0.09,3918,0.28
"East & Southeast Asia","Singapore","WHO","Observed",2024,12,11,395,13655,443,707,0.06,12462,0.89
"Pacific Islands","Solomon Islands","WHO","Observed",2025,6,3,13,182,59,62,0.05,235,0.22
"Pacific Islands","Solomon Islands","Estimates","Unobserved",2025,11,8,944,1204,1230,617,0.11,2754,0.77
"Pacific Islands","Solomon Islands","WHO","Observed",2024,2,11,7,12,7,165,0.04,3638,0.94
"Pacific Islands","Solomon Islands","WHO","Observed",2024,3,12,6,18,6,121,0.06,3759,1
"Pacific Islands","Solomon Islands","WHO","Observed",2025,1,10,47,47,52,343,0.07,3473,0.9
"Pacific Islands","Solomon Islands","WHO","Observed",2025,8,5,23,210,57,649,0.14,958,0.4
"Pacific Islands","Solomon Islands","WHO","Observed",2025,4,1,30,141,241,104,0.12,104,0.12
"Pacific Islands","Solomon Islands","WHO","Observed",2025,2,11,34,81,36,165,0.04,3638,0.94
"Pacific Islands","Solomon Islands","WHO","Observed",2024,5,2,13,48,74,69,0.05,173,0.18
"Pacific Islands","Solomon Islands",NA,"Unobserved",2024,10,7,NA,NA,NA,759,0.15,2137,0.66
"Pacific Islands","Solomon Islands","WHO","Observed",2025,7,4,5,187,19,74,0.04,309,0.27
"Pacific Islands","Solomon Islands",NA,"Unobserved",2025,12,9,NA,NA,NA,377,0.06,3131,0.83
"Pacific Islands","Solomon Islands","WHO","Observed",2024,6,3,27,75,122,62,0.05,235,0.22
"Pacific Islands","Solomon Islands",NA,"Unobserved",2024,11,8,NA,NA,NA,617,0.11,2754,0.77
"Pacific Islands","Solomon Islands","WHO","Observed",2025,10,7,30,260,45,759,0.15,2137,0.66
"Pacific Islands","Solomon Islands","WHO","Observed",2024,1,10,5,5,6,343,0.07,3473,0.9
"Pacific Islands","Solomon Islands",NA,"Unobserved",2024,12,9,NA,NA,NA,377,0.06,3131,0.83
"Pacific Islands","Solomon Islands","WHO","Observed",2024,9,6,7,125,14,420,0.11,1378,0.51
"Pacific Islands","Solomon Islands","WHO","Observed",2025,5,2,28,169,159,69,0.05,173,0.18
"Pacific Islands","Solomon Islands","WHO","Observed",2024,8,5,22,118,55,649,0.14,958,0.4
"Pacific Islands","Solomon Islands","WHO","Observed",2025,9,6,20,230,39,420,0.11,1378,0.51
"Pacific Islands","Solomon Islands","WHO","Observed",2024,4,1,17,35,136,104,0.12,104,0.12
"Pacific Islands","Solomon Islands","WHO","Observed",2024,7,4,21,96,79,74,0.04,309,0.27
"Pacific Islands","Solomon Islands","WHO","Observed",2025,3,12,30,111,30,121,0.06,3759,1
"North & Central America","El Salvador","PAHO","Observed",2025,8,5,690,4069,1586,3631,0.12,12696,0.44
"North & Central America","El Salvador","PAHO","Observed",2025,6,3,616,2647,3171,2506,0.09,5650,0.19
"North & Central America","El Salvador","PAHO","Observed",2024,3,12,479,1451,479,1602,0.06,28770,1
"North & Central America","El Salvador","PAHO","Observed",2025,9,6,811,4880,1480,3338,0.11,16034,0.55
"North & Central America","El Salvador","PAHO","Observed",2025,11,8,295,5633,401,2498,0.08,21607,0.74
"North & Central America","El Salvador","PAHO","Observed",2025,7,4,732,3379,2354,3415,0.12,9064,0.31
"North & Central America","El Salvador","PAHO","Observed",2025,2,11,358,769,381,1634,0.06,27168,0.94
"North & Central America","El Salvador","PAHO","Observed",2025,1,10,411,411,468,2252,0.08,25534,0.88
"North & Central America","El Salvador","PAHO","Observed",2025,4,1,379,1640,8349,1307,0.05,1307,0.05
"North & Central America","El Salvador","PAHO","Observed",2024,2,11,481,972,512,1634,0.06,27168,0.94
"North & Central America","El Salvador","PAHO","Observed",2024,8,5,1059,5790,2434,3631,0.12,12696,0.44
"North & Central America","El Salvador","PAHO","Observed",2024,11,8,562,8149,763,2498,0.08,21607,0.74
"North & Central America","El Salvador","PAHO","Observed",2024,10,7,708,7587,1086,3076,0.1,19109,0.65
"North & Central America","El Salvador",NA,"Unobserved",2025,12,9,NA,NA,NA,1674,0.06,23281,0.79
"North & Central America","El Salvador","PAHO","Observed",2024,1,10,491,491,559,2252,0.08,25534,0.88
"North & Central America","El Salvador","PAHO","Observed",2024,12,9,403,8552,508,1674,0.06,23281,0.79
"North & Central America","El Salvador","PAHO","Observed",2024,9,6,1089,6879,1987,3338,0.11,16034,0.55
"North & Central America","El Salvador","PAHO","Observed",2024,5,2,622,2678,5740,1837,0.06,3143,0.11
"North & Central America","El Salvador","PAHO","Observed",2025,5,2,391,2031,3608,1837,0.06,3143,0.11
"North & Central America","El Salvador","PAHO","Observed",2024,4,1,605,2056,13328,1307,0.05,1307,0.05
"North & Central America","El Salvador","PAHO","Observed",2025,10,7,458,5338,702,3076,0.1,19109,0.65
"North & Central America","El Salvador","PAHO","Observed",2024,7,4,1268,4731,4078,3415,0.12,9064,0.31
"North & Central America","El Salvador","PAHO","Observed",2025,3,12,492,1261,492,1602,0.06,28770,1
"North & Central America","El Salvador","PAHO","Observed",2024,6,3,785,3463,4040,2506,0.09,5650,0.19
"South America","Suriname","PAHO","Observed",2024,2,10,38,65,44,61,0.16,356,0.86
"South America","Suriname","PAHO","Observed",2024,4,12,11,93,11,22,0.06,409,1
"South America","Suriname","Estimates","Unobserved",2025,10,6,921,7546,2355,47,0.11,172,0.39
"South America","Suriname",NA,"Unobserved",2024,11,7,NA,NA,NA,24,0.05,196,0.45
"South America","Suriname","Estimates","Unobserved",2025,6,2,397,4954,4238,20,0.05,41,0.09
"South America","Suriname",NA,"Unobserved",2024,9,5,NA,NA,NA,26,0.06,125,0.29
"South America","Suriname",NA,"Unobserved",2024,6,2,NA,NA,NA,20,0.05,41,0.09
"South America","Suriname",NA,"Unobserved",2025,12,8,NA,NA,NA,36,0.08,231,0.53
"South America","Suriname",NA,"Unobserved",2024,12,8,NA,NA,NA,36,0.08,231,0.53
"South America","Suriname","PAHO","Observed",2024,1,9,27,27,39,64,0.17,295,0.7
"South America","Suriname",NA,"Unobserved",2024,7,3,NA,NA,NA,28,0.06,69,0.16
"South America","Suriname","Estimates","Unobserved",2025,8,4,590,6108,2610,30,0.07,99,0.23
"South America","Suriname","Estimates","Unobserved",2025,3,11,693,3622,736,31,0.08,387,0.94
"South America","Suriname","Estimates","Unobserved",2025,11,7,476,8022,1068,24,0.05,196,0.45
"South America","Suriname","Estimates","Unobserved",2025,1,9,1501,1501,2151,64,0.17,295,0.7
"South America","Suriname","Estimates","Unobserved",2025,7,3,564,5518,3561,28,0.06,69,0.16
"South America","Suriname","Estimates","Unobserved",2025,9,5,517,6625,1812,26,0.06,125,0.29
"South America","Suriname","Estimates","Unobserved",2025,2,10,1428,2929,1658,61,0.16,356,0.86
"South America","Suriname",NA,"Unobserved",2024,10,6,NA,NA,NA,47,0.11,172,0.39
"South America","Suriname","Estimates","Unobserved",2025,4,12,515,4137,515,22,0.06,409,1
"South America","Suriname","Estimates","Unobserved",2025,5,1,420,4557,8717,21,0.05,21,0.05
"South America","Suriname","PAHO","Observed",2024,3,11,17,82,18,31,0.08,387,0.94
"South America","Suriname","PAHO","Observed",2024,5,1,2,95,42,21,0.05,21,0.05
"South America","Suriname",NA,"Unobserved",2024,8,4,NA,NA,NA,30,0.07,99,0.23
"Caribbean","Sint Maarten","WHO","Observed",2024,3,12,29,230,29,3,0.03,163,1
"Caribbean","Sint Maarten","PAHO","Observed",2024,2,11,33,139,34,6,0.06,160,0.97
"Caribbean","Sint Maarten","WHO","Observed",2024,2,11,33,172,34,6,0.06,160,0.97
"Caribbean","Sint Maarten","WHO","Observed",2024,1,10,53,106,59,14,0.14,154,0.9
"Caribbean","Sint Maarten","Estimates","Unobserved",2025,11,8,1783,11813,2736,37,0.2,120,0.65
"Caribbean","Sint Maarten","WHO","Observed",2025,2,11,0,1256,0,6,0.06,160,0.97
"Caribbean","Sint Maarten","Estimates","Unobserved",2025,11,8,1783,10030,2736,37,0.2,120,0.65
"Caribbean","Sint Maarten",NA,"Unobserved",2024,10,7,NA,NA,NA,24,0.13,83,0.45
"Caribbean","Sint Maarten","WHO","Observed",2025,6,3,0,2517,0,5,0.03,14,0.07
"Caribbean","Sint Maarten","Estimates","Unobserved",2025,2,11,543,1799,561,6,0.06,160,0.97
"Caribbean","Sint Maarten","Estimates","Unobserved",2025,6,3,247,2517,3441,5,0.03,14,0.07
"Caribbean","Sint Maarten","PAHO","Observed",2024,3,12,29,201,29,3,0.03,163,1
"Caribbean","Sint Maarten","PAHO","Observed",2025,5,2,6,2264,138,5,0.02,8,0.04
"Caribbean","Sint Maarten","WHO","Observed",2025,4,1,0,2086,0,4,0.02,4,0.02
"Caribbean","Sint Maarten",NA,"Unobserved",2024,11,8,NA,NA,NA,37,0.2,120,0.65
"Caribbean","Sint Maarten","WHO","Observed",2025,1,10,0,1256,0,14,0.14,154,0.9
"Caribbean","Sint Maarten",NA,"Unobserved",2025,12,9,NA,NA,NA,20,0.11,140,0.76
"Caribbean","Sint Maarten",NA,"Unobserved",2024,12,9,NA,NA,NA,20,0.11,140,0.76
"Caribbean","Sint Maarten","WHO","Observed",2025,7,4,2,2519,17,9,0.05,22,0.12
"Caribbean","Sint Maarten","Estimates","Unobserved",2025,9,6,791,5244,2471,16,0.09,59,0.32
"Caribbean","Sint Maarten","Estimates","Unobserved",2025,9,6,791,6035,2471,16,0.09,59,0.32
"Caribbean","Sint Maarten",NA,"Unobserved",2024,6,3,NA,NA,NA,5,0.03,14,0.07
"Caribbean","Sint Maarten","Estimates","Unobserved",2025,4,1,172,2258,8700,4,0.02,4,0.02
"Caribbean","Sint Maarten","Estimates","Unobserved",2025,10,7,1106,8247,2474,24,0.13,83,0.45
"Caribbean","Sint Maarten","Estimates","Unobserved",2025,1,10,1256,1256,1388,14,0.14,154,0.9
"Caribbean","Sint Maarten","WHO","Observed",2024,10,7,0,NA,0,24,0.13,83,0.45
"Caribbean","Sint Maarten",NA,"Unobserved",2024,12,9,NA,NA,NA,20,0.11,140,0.76
"Caribbean","Sint Maarten","WHO","Observed",2025,3,12,0,2086,0,3,0.03,163,1
"Caribbean","Sint Maarten","PAHO","Observed",2024,9,6,4,NA,12,16,0.09,59,0.32
"Caribbean","Sint Maarten","PAHO","Observed",2024,1,10,53,53,59,14,0.14,154,0.9
"Caribbean","Sint Maarten",NA,"Unobserved",2024,4,1,NA,NA,NA,4,0.02,4,0.02
"Caribbean","Sint Maarten",NA,"Unobserved",2024,8,5,NA,NA,NA,20,0.11,43,0.23
"Caribbean","Sint Maarten","WHO","Observed",2025,5,2,6,2270,138,5,0.02,8,0.04
"Caribbean","Sint Maarten","WHO","Observed",2024,8,5,0,NA,0,20,0.11,43,0.23
"Caribbean","Sint Maarten",NA,"Unobserved",2025,12,9,NA,NA,NA,20,0.11,140,0.76
"Caribbean","Sint Maarten","Estimates","Unobserved",2025,10,7,1106,7141,2474,24,0.13,83,0.45
"Caribbean","Sint Maarten","WHO","Observed",2024,9,6,4,NA,12,16,0.09,59,0.32
"Caribbean","Sint Maarten",NA,"Unobserved",2024,7,4,NA,NA,NA,9,0.05,22,0.12
"Caribbean","Sint Maarten",NA,"Unobserved",2024,5,2,NA,NA,NA,5,0.02,8,0.04
"Caribbean","Sint Maarten",NA,"Unobserved",2024,6,3,NA,NA,NA,5,0.03,14,0.07
"Caribbean","Sint Maarten","Estimates","Unobserved",2025,3,12,287,2086,287,3,0.03,163,1
"Caribbean","Sint Maarten",NA,"Unobserved",2024,11,8,NA,NA,NA,37,0.2,120,0.65
"Caribbean","Sint Maarten","Estimates","Unobserved",2025,8,5,966,3487,4211,20,0.11,43,0.23
"Caribbean","Sint Maarten","Estimates","Unobserved",2025,8,5,966,4453,4211,20,0.11,43,0.23
"Caribbean","Sint Maarten","PAHO","Observed",2025,7,4,2,2521,17,9,0.05,22,0.12
"Caribbean","Sint Maarten",NA,"Unobserved",2024,5,2,NA,NA,NA,5,0.02,8,0.04
"Caribbean","Sint Maarten",NA,"Unobserved",2024,4,1,NA,NA,NA,4,0.02,4,0.02
"Caribbean","Sint Maarten","WHO","Observed",2024,7,4,25,NA,211,9,0.05,22,0.12
"Caribbean","Turks And Caicos Islands",NA,"Unobserved",2024,2,10,NA,NA,NA,28,0.14,213,0.85
"Caribbean","Turks And Caicos Islands","WHO","Observed",2025,9,5,0,1,0,22,0.08,65,0.23
"Caribbean","Turks And Caicos Islands","WHO","Observed",2025,6,2,0,1,0,7,0.02,14,0.05
"Caribbean","Turks And Caicos Islands","WHO","Observed",2025,4,12,0,0,0,9,0.04,244,1
"Caribbean","Turks And Caicos Islands","WHO","Observed",2025,3,11,0,0,0,22,0.11,235,0.96
"Caribbean","Turks And Caicos Islands","Estimates","Unobserved",2025,10,6,2243,2244,4633,72,0.26,137,0.48
"Caribbean","Turks And Caicos Islands","Estimates","Unobserved",2025,11,7,263,2507,511,9,0.03,145,0.51
"Caribbean","Turks And Caicos Islands","WHO","Observed",2024,5,1,10,NA,399,7,0.03,7,0.03
"Caribbean","Turks And Caicos Islands",NA,"Unobserved",2024,4,12,NA,NA,NA,9,0.04,244,1
"Caribbean","Turks And Caicos Islands","WHO","Observed",2025,8,4,0,1,0,21,0.07,43,0.15
"Caribbean","Turks And Caicos Islands","WHO","Observed",2024,6,2,0,NA,0,7,0.02,14,0.05
"Caribbean","Turks And Caicos Islands","PAHO","Observed",2025,5,1,1,1,40,7,0.03,7,0.03
"Caribbean","Turks And Caicos Islands","WHO","Observed",2024,12,8,0,NA,0,8,0.03,154,0.54
"Caribbean","Turks And Caicos Islands","WHO","Observed",2024,11,7,0,NA,0,9,0.03,145,0.51
"Caribbean","Turks And Caicos Islands",NA,"Unobserved",2025,12,8,NA,NA,NA,8,0.03,154,0.54
"Caribbean","Turks And Caicos Islands","PAHO","Observed",2024,7,3,8,NA,108,8,0.03,21,0.07
"Caribbean","Turks And Caicos Islands","WHO","Observed",2024,3,11,65,NA,68,22,0.11,235,0.96
"Caribbean","Turks And Caicos Islands","PAHO","Observed",2024,1,9,27,27,38,32,0.16,185,0.71
"Caribbean","Turks And Caicos Islands","PAHO","Observed",2024,9,5,7,NA,31,22,0.08,65,0.23
"Caribbean","Turks And Caicos Islands","WHO","Observed",2024,8,4,0,NA,0,21,0.07,43,0.15
"Caribbean","Turks And Caicos Islands","WHO","Observed",2025,2,10,0,0,0,28,0.14,213,0.85
"Caribbean","Turks And Caicos Islands","WHO","Observed",2025,1,9,0,0,0,32,0.16,185,0.71
"Caribbean","Turks And Caicos Islands","WHO","Observed",2025,7,3,0,1,0,8,0.03,21,0.07
"Caribbean","Turks And Caicos Islands","WHO","Observed",2024,10,6,0,NA,0,72,0.26,137,0.48
"East & Southeast Asia","Thailand","SEARO","Observed",2024,10,10,8359,92382,9799,7929,0.09,80782,0.85
"East & Southeast Asia","Thailand","SEARO","Observed",2024,6,6,7992,41138,24487,12797,0.13,31180,0.33
"East & Southeast Asia","Thailand","SEARO","Observed",2025,3,3,2447,8721,29147,2925,0.03,7965,0.08
"East & Southeast Asia","Thailand","SEARO","Observed",2025,4,4,2271,10992,19212,3378,0.03,11342,0.12
"East & Southeast Asia","Thailand","SEARO","Observed",2024,1,1,11413,11413,405586,2681,0.03,2681,0.03
"East & Southeast Asia","Thailand","SEARO","Observed",2024,2,2,7123,18536,133416,2358,0.03,5039,0.05
"East & Southeast Asia","Thailand","SEARO","Observed",2025,1,1,4005,4005,142326,2681,0.03,2681,0.03
"East & Southeast Asia","Thailand","SEARO","Observed",2025,11,11,0,51795,0,8011,0.09,88794,0.94
"East & Southeast Asia","Thailand","SEARO","Observed",2025,5,5,4683,15675,24458,7040,0.07,18383,0.19
"East & Southeast Asia","Thailand","SEARO","Observed",2025,8,8,8610,43969,13326,14899,0.15,61907,0.65
"East & Southeast Asia","Thailand","SEARO","Observed",2025,12,12,NA,NA,0,4621,0.06,93415,1
"East & Southeast Asia","Thailand","SEARO","Observed",2024,8,8,16119,72628,24948,14899,0.15,61907,0.65
"East & Southeast Asia","Thailand","SEARO","Observed",2024,3,3,5315,23851,63309,2925,0.03,7965,0.08
"East & Southeast Asia","Thailand","SEARO","Observed",2025,9,9,4012,47981,5259,10947,0.12,72853,0.76
"East & Southeast Asia","Thailand","SEARO","Observed",2025,7,7,10987,35359,22360,15828,0.16,47008,0.49
"East & Southeast Asia","Thailand","SEARO","Observed",2024,5,5,4968,33146,25946,7040,0.07,18383,0.19
"East & Southeast Asia","Thailand","SEARO","Observed",2025,10,10,3814,51795,4471,7929,0.09,80782,0.85
"East & Southeast Asia","Thailand","SEARO","Observed",2024,12,12,5293,104681,5293,4621,0.06,93415,1
"East & Southeast Asia","Thailand","SEARO","Observed",2024,9,9,11395,84023,14936,10947,0.12,72853,0.76
"East & Southeast Asia","Thailand","SEARO","Observed",2024,11,11,7006,99388,7425,8011,0.09,88794,0.94
"East & Southeast Asia","Thailand","SEARO","Observed",2024,4,4,4327,28178,36606,3378,0.03,11342,0.12
"East & Southeast Asia","Thailand","SEARO","Observed",2025,6,6,8697,24372,26647,12797,0.13,31180,0.33
"East & Southeast Asia","Thailand","SEARO","Observed",2025,2,2,2269,6274,42499,2358,0.03,5039,0.05
"East & Southeast Asia","Thailand","SEARO","Observed",2024,7,7,15371,56509,31282,15828,0.16,47008,0.49
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2025,11,3,0,1081,0,20,0.02,54,0.06
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2025,10,2,88,1081,2412,21,0.02,34,0.04
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2025,3,7,188,502,255,255,0.22,831,0.74
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2024,4,8,307,1171,356,161,0.13,992,0.86
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2024,2,6,328,517,638,268,0.25,576,0.51
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2025,12,4,NA,NA,0,53,0.06,107,0.11
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2024,12,4,12,1462,106,53,0.06,107,0.11
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2025,9,1,51,993,3765,13,0.01,13,0.01
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2025,5,9,102,731,110,100,0.06,1093,0.93
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2025,4,8,127,629,147,161,0.13,992,0.86
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2025,1,5,129,129,485,202,0.15,308,0.27
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2025,6,10,73,804,76,51,0.03,1144,0.96
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2024,8,12,24,1371,24,22,0.02,1201,1
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2025,7,11,82,886,83,35,0.02,1179,0.98
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2024,6,10,45,1317,47,51,0.03,1144,0.96
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2025,8,12,56,942,56,22,0.02,1201,1
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2024,9,1,28,1399,2067,13,0.01,13,0.01
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2024,3,7,347,864,471,255,0.22,831,0.74
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2024,5,9,101,1272,109,100,0.06,1093,0.93
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2025,2,6,185,314,360,268,0.25,576,0.51
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2024,10,2,39,1438,1069,21,0.02,34,0.04
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2024,1,5,189,189,711,202,0.15,308,0.27
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2024,11,3,12,1450,207,20,0.02,54,0.06
"East & Southeast Asia","Timor-Leste","SEARO","Observed",2024,7,11,30,1347,30,35,0.02,1179,0.98
"Pacific Islands","Tonga","WHO","Observed",2024,2,10,0,0,0,98,0.14,686,0.77
"Pacific Islands","Tonga",NA,"Unobserved",2024,12,8,NA,NA,NA,13,0.01,518,0.53
"Pacific Islands","Tonga","WHO","Observed",2025,4,12,433,1285,433,41,0.06,847,1
"Pacific Islands","Tonga","WHO","Observed",2025,9,5,1,2176,2,161,0.1,319,0.41
"Pacific Islands","Tonga","WHO","Observed",2024,6,2,5,10,23,48,0.13,70,0.22
"Pacific Islands","Tonga","WHO","Observed",2025,6,2,207,2055,939,48,0.13,70,0.22
"Pacific Islands","Tonga",NA,"Unobserved",2024,10,6,NA,NA,NA,158,0.09,477,0.5
"Pacific Islands","Tonga",NA,"Unobserved",2024,9,5,NA,NA,NA,161,0.1,319,0.41
"Pacific Islands","Tonga","WHO","Observed",2024,4,12,0,0,0,41,0.06,847,1
"Pacific Islands","Tonga","Estimates","Unobserved",2025,11,7,181,2364,346,28,0.02,505,0.52
"Pacific Islands","Tonga","WHO","Observed",2025,7,3,109,2164,392,45,0.06,115,0.28
"Pacific Islands","Tonga","WHO","Observed",2024,3,11,0,0,0,120,0.17,806,0.94
"Pacific Islands","Tonga","WHO","Observed",2024,8,4,0,14,0,43,0.04,158,0.31
"Pacific Islands","Tonga",NA,"Unobserved",2025,12,8,NA,NA,NA,13,0.01,518,0.53
"Pacific Islands","Tonga","WHO","Observed",2025,3,11,603,852,641,120,0.17,806,0.94
"Pacific Islands","Tonga","WHO","Observed",2024,5,1,5,5,57,22,0.09,22,0.09
"Pacific Islands","Tonga",NA,"Unobserved",2024,11,7,NA,NA,NA,28,0.02,505,0.52
"Pacific Islands","Tonga","WHO","Observed",2025,5,1,563,1848,6452,22,0.09,22,0.09
"Pacific Islands","Tonga","WHO","Observed",2025,8,4,11,2175,35,43,0.04,158,0.31
"Pacific Islands","Tonga","WHO","Observed",2024,1,9,0,0,0,71,0.1,589,0.63
"Pacific Islands","Tonga","WHO","Observed",2025,2,10,249,249,323,98,0.14,686,0.77
"Pacific Islands","Tonga","WHO","Observed",2025,10,6,7,2183,14,158,0.09,477,0.5
"Pacific Islands","Tonga","WHO","Observed",2024,7,3,4,14,14,45,0.06,115,0.28
"Pacific Islands","Tonga","WHO","Observed",2025,1,9,0,0,0,71,0.1,589,0.63
"Caribbean","Trinidad And Tobago","PAHO","Observed",2025,6,3,23,32,1006,15,0.01,32,0.02
"Caribbean","Trinidad And Tobago","PAHO","Observed",2024,9,6,384,NA,1096,95,0.07,413,0.35
"Caribbean","Trinidad And Tobago","PAHO","Observed",2025,9,6,12,59,34,95,0.07,413,0.35
"Caribbean","Trinidad And Tobago","PAHO","Observed",2024,10,7,365,NA,743,174,0.14,587,0.49
"Caribbean","Trinidad And Tobago","Estimates","Unobserved",2025,11,8,1457,1517,2214,209,0.17,795,0.66
"Caribbean","Trinidad And Tobago",NA,"Unobserved",2025,12,9,NA,NA,NA,61,0.05,856,0.71
"Caribbean","Trinidad And Tobago","WHO","Observed",2025,4,1,0,0,0,8,0,8,0
"Caribbean","Trinidad And Tobago","PAHO","Observed",2024,7,4,677,NA,15100,33,0.02,65,0.04
"Caribbean","Trinidad And Tobago","PAHO","Observed",2025,7,4,8,40,178,33,0.02,65,0.04
"Caribbean","Trinidad And Tobago","PAHO","Observed",2024,8,5,28,NA,101,253,0.23,318,0.28
"Caribbean","Trinidad And Tobago",NA,"Unobserved",2024,12,9,NA,NA,NA,61,0.05,856,0.71
"Caribbean","Trinidad And Tobago","PAHO","Observed",2024,1,10,110,110,116,121,0.24,977,0.95
"Caribbean","Trinidad And Tobago","WHO","Observed",2025,1,10,0,0,0,121,0.24,977,0.95
"Caribbean","Trinidad And Tobago","WHO","Observed",2025,2,11,0,0,0,21,0.04,998,0.98
"Caribbean","Trinidad And Tobago","PAHO","Observed",2024,11,8,202,NA,307,209,0.17,795,0.66
"Caribbean","Trinidad And Tobago","WHO","Observed",2025,10,7,1,60,2,174,0.14,587,0.49
"Caribbean","Trinidad And Tobago",NA,"Unobserved",2024,4,1,NA,NA,NA,8,0,8,0
"Caribbean","Trinidad And Tobago","PAHO","Observed",2025,5,2,9,9,760,9,0.01,17,0.01
"Caribbean","Trinidad And Tobago","WHO","Observed",2024,5,2,114,NA,9626,9,0.01,17,0.01
"Caribbean","Trinidad And Tobago","WHO","Observed",2025,3,12,0,0,0,11,0.02,1009,1
"Caribbean","Trinidad And Tobago","PAHO","Observed",2025,8,5,7,47,25,253,0.23,318,0.28
"Caribbean","Trinidad And Tobago","PAHO","Observed",2024,6,3,124,NA,5425,15,0.01,32,0.02
"Caribbean","Trinidad And Tobago",NA,"Unobserved",2024,3,12,NA,NA,NA,11,0.02,1009,1
"Caribbean","Trinidad And Tobago",NA,"Unobserved",2024,2,11,NA,NA,NA,21,0.04,998,0.98
"Pacific Islands","Tuvalu",NA,"Unobserved",2024,10,7,NA,NA,NA,14,0.04,221,0.71
"Pacific Islands","Tuvalu","WHO","Observed",2025,1,10,0,0,0,15,0.16,255,0.92
"Pacific Islands","Tuvalu",NA,"Unobserved",2025,12,9,NA,NA,NA,8,0.02,240,0.76
"Pacific Islands","Tuvalu",NA,"Unobserved",2024,8,5,NA,NA,NA,108,0.35,170,0.56
"Pacific Islands","Tuvalu","WHO","Observed",2024,1,10,0,0,0,15,0.16,255,0.92
"Pacific Islands","Tuvalu",NA,"Unobserved",2024,9,6,NA,NA,NA,36,0.11,207,0.67
"Pacific Islands","Tuvalu","WHO","Observed",2024,7,4,0,1,0,53,0.18,62,0.22
"Pacific Islands","Tuvalu","WHO","Observed",2025,2,11,0,0,0,4,0.05,260,0.97
"Pacific Islands","Tuvalu",NA,"Unobserved",2024,12,9,NA,NA,NA,8,0.02,240,0.76
"Pacific Islands","Tuvalu","WHO","Observed",2025,6,3,0,0,0,4,0.01,10,0.04
"Pacific Islands","Tuvalu","WHO","Observed",2024,5,2,1,1,42,4,0.01,6,0.02
"Pacific Islands","Tuvalu","WHO","Observed",2025,9,6,26,26,39,36,0.11,207,0.67
"Pacific Islands","Tuvalu",NA,"Unobserved",2024,11,8,NA,NA,NA,11,0.03,232,0.74
"Pacific Islands","Tuvalu","WHO","Observed",2025,10,7,3,29,4,14,0.04,221,0.71
"Pacific Islands","Tuvalu","WHO","Observed",2025,3,12,0,0,0,3,0.03,263,1
"Pacific Islands","Tuvalu","WHO","Observed",2024,3,12,0,0,0,3,0.03,263,1
"Pacific Islands","Tuvalu","WHO","Observed",2025,4,1,0,0,0,3,0.01,3,0.01
"Pacific Islands","Tuvalu","WHO","Observed",2025,5,2,0,0,0,4,0.01,6,0.02
"Pacific Islands","Tuvalu","WHO","Observed",2025,8,5,0,0,0,108,0.35,170,0.56
"Pacific Islands","Tuvalu","WHO","Observed",2024,6,3,0,1,0,4,0.01,10,0.04
"Pacific Islands","Tuvalu","WHO","Observed",2025,7,4,0,0,0,53,0.18,62,0.22
"Pacific Islands","Tuvalu","WHO","Observed",2024,4,1,0,0,0,3,0.01,3,0.01
"Pacific Islands","Tuvalu","WHO","Observed",2024,2,11,0,0,0,4,0.05,260,0.97
