"","country","iso3","Month","season_nMonth","nb_size","nb_mean","Ave_season_monthly_cases","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion","Ave_monthly_proportion","date","Year","cases","source","Data_status","Predicted_total_seasonal_cases","cum_todate_cases_calendar","cum_todate_cases_season","Data_process","percentile_most_recent","Country","Region"
"47","El Salvador","SLV",12,1,4.07886941615721,1446.71428571429,1446.71428571429,1446.71428571429,0.112006958002032,0.112006958002032,2024-12-01,2024,403,"PAHO","Observed",3598,8552,403,"Observed",98.9752696219549,"El Salvador","Latin America & Caribbean"
"48","Guatemala","GTM",12,1,1.32936420312664,754.285714285715,754.285714285714,754.285714285714,0.0870277456756197,0.0870277456756197,2024-12-01,2024,4384,"PAHO","Observed",50375,188585,4384,"Observed",100,"Guatemala","Latin America & Caribbean"
"49","Honduras","HND",12,1,1.81998771725228,1964.66666666667,1964.66666666667,1964.66666666667,0.1312088460412,0.1312088460412,2024-12-01,2024,1536,"PAHO","Observed",11707,177209,1536,"Observed",99.9841501475924,"Honduras","Latin America & Caribbean"
"50","India","IND",12,1,1.74540288504259,2254.38461538461,2254.38461538462,2254.38461538462,0.0253486264259741,0.0253486264259741,2024-12-01,2024,17359,"SEARO","Observed",684810,232425,17359,"Observed",100,"India","South Asia"
"51","Jamaica","JAM",12,1,1.79633521322467,91.0000000000001,91,91,0.161012389475286,0.161012389475286,2024-12-01,2024,120,"PAHO","Observed",745,2034,120,"Observed",99.9995588299189,"Jamaica","Latin America & Caribbean"
"52","Kenya","KEN",12,1,134718.482580222,18.5,18.5,18.5,0.181130166517046,0.181130166517046,2024-12-01,2024,704,"WHO","Observed",3887,4443,704,"Observed",100,"Kenya","Sub-Saharan Africa"
"53","Nepal","NPL",12,1,0.876095133534148,4.4,4.4,4.4,0.0309037575526415,0.0309037575526415,2024-12-01,2024,844,"SEARO","Observed",27311,41865,844,"Observed",100,"Nepal","South Asia"
"54","Sudan","SDN",12,1,1355969.1533649,170.5,170.5,170.5,0.179284963196635,0.179284963196635,2024-12-01,2024,1068,"WHO","Observed",5957,10560,1068,"Observed",100,"Sudan","Sub-Saharan Africa"
"55","Bhutan","BTN",1,1,0.635793377733755,77.8,77.8,77.8,0.0722391196593531,0.0722391196593531,2025-01-01,2025,2,"SEARO","Observed",28,2,2,"Observed",40.5304384024604,"Bhutan","South Asia"
"56","Burkina Faso","BFA",1,1,790161.96614778,103.5,103.5,103.5,0.064078783169758,0.064078783169758,2025-01-01,2025,4242,"WHO","Observed",66200,4242,10971,"Observed",100,"Burkina Faso","Sub-Saharan Africa"
"57","Cameroon","CMR",1,1,5.89036433460936,48.2499999999999,48.25,48.25,0.108003488585569,0.108003488585569,2025-01-01,2025,0,"WHO","Observed",0,0,2,"Observed",0.000211517645112119,"Cameroon","Sub-Saharan Africa"
"58","Curaçao","CUW",1,1,3.78890169030416,159.5,159.5,159.5,0.146725085468637,0.146725085468637,2025-01-01,2025,82,"WHO","Unobserved",559,82,122,"Estimates",99.9327451938445,"Curaçao","Latin America & Caribbean"
"59","Grenada","GRD",1,1,0.448956623486099,11.5,11.5,11.5,0.0793788683090085,0.0793788683090085,2025-01-01,2025,16,"PAHO","Observed",202,16,63,"Observed",99.9934567121669,"Grenada","Latin America & Caribbean"
"60","Guadeloupe","GLP",1,1,0.331968959612605,2063.71428571429,2063.71428571429,2063.71428571429,0.167255005863689,0.167255005863689,2025-01-01,2025,2220,"PAHO","Observed",13273,2220,3665,"Observed",97.8623082513745,"Guadeloupe","Latin America & Caribbean"
"61","Mexico","MEX",1,1,3.05654334387093,3000.11111111112,3000.11111111111,3000.11111111111,0.0266562823927862,0.0266562823927862,2025-01-01,2025,11169,"PAHO","Observed",419001,11169,32416,"Observed",100,"Mexico","Latin America & Caribbean"
"62","Panama","PAN",1,1,0.577784559847174,558.454545454546,558.454545454545,558.454545454545,0.0578256175844272,0.0578256175844272,2025-01-01,2025,2428,"PAHO","Observed",41988,2428,4981,"Observed",100,"Panama","Latin America & Caribbean"
"63","Puerto Rico","PRI",1,1,0.62803203075201,664.250000000002,664.25,664.25,0.0735837720716425,0.0735837720716425,2025-01-01,2025,662,"PAHO","Observed",8997,662,946,"Observed",99.9938389711554,"Puerto Rico","Latin America & Caribbean"
"64","Suriname","SUR",1,1,1.82274548563031,49,49,49,0.151619605271578,0.151619605271578,2025-01-01,2025,0,"WHO","Unobserved",0,0,27,"Estimates",0.232021086368756,"Suriname","Latin America & Caribbean"
"65","Marshall Islands","MHL",2,1,295488.260137811,24.3333333333333,24.3333333333333,24.3333333333333,0.0087750931602356,0.0087750931602356,2025-02-01,2025,0,"WHO","Observed",0,0,0,"Observed",2.70771350715032e-09,"Marshall Islands","East Asia & Pacific"
"66","Martinique","MTQ",2,1,0.352797017119012,177.4,177.4,177.4,0.0905578894659754,0.0905578894659754,2025-02-01,2025,100,"PAHO","Observed",1104,393,1865,"Observed",97.8362148535508,"Martinique","Latin America & Caribbean"
"67","Senegal","SEN",2,1,42234.3264936471,1.25,1.25,1.25,0.00936797701899376,0.00936797701899376,2025-02-01,2025,140,"WHO","Observed",14945,232,207,"Observed",100,"Senegal","Sub-Saharan Africa"
"68","Aruba","ABW",4,1,1.42588738551715,15,15,15,0.00807931019553205,0.00807931019553205,2025-04-01,2025,2,"PAHO","Observed",248,4,2,"Observed",99.9999999355746,"Aruba","Latin America & Caribbean"
"69","Cuba","CUB",5,1,317534.98516538,28.125,28.125,28.125,0.00656908875759237,0.00656908875759237,2025-05-01,2025,43,"PAHO","Unobserved",6546,4351,76,"Estimates",100,"Cuba","Latin America & Caribbean"
"70","Paraguay","PRY",5,1,0.514657658798673,3006.66666666667,3006.66666666667,3006.66666666667,0.0613357806001199,0.0613357806001199,2025-05-01,2025,3666,"PAHO","Observed",59769,19679,18352,"Observed",99.9993511335026,"Paraguay","Latin America & Caribbean"
"71","Argentina","ARG",6,1,1.3879937553564,14.3333333333333,14.3333333333333,14.3333333333333,0.00756102434428539,0.00756102434428539,2025-06-01,2025,4278,"PAHO","Observed",565796,21860,5154,"Observed",100,"Argentina","Latin America & Caribbean"
"72","Australia","AUS",6,1,1910371.4660365,61.6923076923076,61.6923076923077,61.6923076923077,0.0485704558592325,0.0485704558592325,2025-06-01,2025,120,"WHO","Observed",2471,1172,372,"Observed",100,"Australia","East Asia & Pacific"
"73","Bolivia","BOL",6,1,1.74327442517541,878.818181818181,878.818181818182,878.818181818182,0.016333797663192,0.016333797663192,2025-06-01,2025,4069,"PAHO","Observed",249115,27890,6472,"Observed",100,"Bolivia","Latin America & Caribbean"
"74","French Guiana","GUF",6,1,0.189474521260078,66.625,66.625,66.625,0.060614363443561,0.060614363443561,2025-06-01,2025,24,"PAHO","Observed",396,4934,841,"Observed",95.9334351389217,"French Guiana","Latin America & Caribbean"
"75","Timor-Leste","TLS",6,1,0.385182681489353,11.7857142857143,11.7857142857143,11.7857142857143,0.00953369997810529,0.00953369997810529,2025-06-01,2025,73,"SEARO","Observed",7657,804,118,"Observed",100,"Timor-Leste","East Asia & Pacific"
"76","Fiji","FJI",7,1,0.725618262273428,180.615384615385,180.615384615385,180.615384615385,0.0281135995615955,0.0281135995615955,2025-07-01,2025,1020,"WHO","Observed",36281,20515,1401,"Observed",100,"Fiji","East Asia & Pacific"
"77","Indonesia","IDN",7,1,8.28791808770074,6244.07142857142,6244.07142857143,6244.07142857143,0.0552479435162482,0.0552479435162482,2025-07-01,2025,0,"SEARO","Observed",0,56279,19265,"Observed",1.41481450820825e-22,"Indonesia","East Asia & Pacific"
"78","New Caledonia","NCL",7,1,0.435037302474004,19.1666666666667,19.1666666666667,19.1666666666667,0.0379169697652734,0.0379169697652734,2025-07-01,2025,0,"WHO","Observed",0,3,0,"Observed",19.0787326545167,"New Caledonia","East Asia & Pacific"
"79","Peru","PER",7,1,0.730343813457453,5225.50000000001,5225.5,5225.5,0.0403470034978057,0.0403470034978057,2025-07-01,2025,1183,"PAHO","Observed",29321,31337,4122,"Observed",99.1406977037424,"Peru","Latin America & Caribbean"
"80","Brazil","BRA",8,1,1.60945945130528,40738.1999999998,40738.2,40738.2,0.0155113889756142,0.0155113889756142,2025-08-01,2025,129027,"PAHO","Observed",8318211,3431292,241196,"Observed",100,"Brazil","Latin America & Caribbean"
"81","Ecuador","ECU",8,1,2.19155427992093,933.181818181819,933.181818181818,933.181818181818,0.0432706415406211,0.0432706415406211,2025-08-01,2025,1661,"PAHO","Observed",38386,33388,4766,"Observed",100,"Ecuador","Latin America & Caribbean"
"82","Réunion","REU",8,1,0.447001231805883,30.4444444444444,30.4444444444444,30.4444444444444,0.00793082498199587,0.00793082498199587,2025-08-01,2025,0,"WHO","Observed",0,17,0,"Observed",15.056639132484,"Réunion",NA
"83","Guyana","GUY",9,1,0.865398988001857,225,225,225,0.0548010573326667,0.0548010573326667,2025-09-01,2025,19072,"PAHO","Observed",348022,93009,21654,"Observed",100,"Guyana","Latin America & Caribbean"
"84","Maldives","MDV",10,1,3.1008072585043,76.2727272727273,76.2727272727273,76.2727272727273,0.0648045795789602,0.0648045795789602,2025-10-01,2025,0,"SEARO","Observed",0,616,117,"Observed",0.00429972102851309,"Maldives","South Asia"
"85","Sri Lanka","LKA",10,1,3.75866686368288,3782.22222222223,3782.22222222222,3782.22222222222,0.0676139599885076,0.0676139599885076,2025-10-01,2025,0,"SEARO","Observed",0,36637,2964,"Observed",5.15442200265519e-10,"Sri Lanka","South Asia"
"86","Bangladesh","BGD",12,1,0.0827814045936348,158.111111111111,158.111111111111,158.111111111111,0.0415556447816218,0.0415556447816218,2025-12-01,2025,0,"SEARO","Observed",0,31476,9745,"Observed",53.5023604868316,"Bangladesh","South Asia"
"87","India","IND",12,1,1.74540288504259,2254.38461538461,2254.38461538462,2254.38461538462,0.0253486264259741,0.0253486264259741,2025-12-01,2025,0,"SEARO","Observed",0,49553,17359,"Observed",0.000370880515388442,"India","South Asia"
"88","Nepal","NPL",12,1,0.876095133534148,4.4,4.4,4.4,0.0309037575526415,0.0309037575526415,2025-12-01,2025,0,"SEARO","Observed",0,3798,844,"Observed",20.7422028012985,"Nepal","South Asia"
"89","Bangladesh","BGD",1,2,0.170978677556162,41.5555555555556,41.5555555555556,199.666666666667,0.0577574457172467,0.0162018009356249,2024-01-01,2024,1055,"SEARO","Observed",18266,1055,10800,"Observed",100,"Bangladesh","South Asia"
"90","Barbados","BRB",1,2,2.43252085841562,174.75,174.75,244,0.203441402343051,0.127846701487589,2024-01-01,2024,373,"PAHO","Observed",1833,373,389,"Observed",99.9999999173556,"Barbados","Latin America & Caribbean"
"91","Belize","BLZ",1,2,1.61166232709612,290.461538461538,290.461538461538,485.076923076923,0.1372335970951,0.0747359143931424,2024-01-01,2024,73,"PAHO","Observed",532,73,73,"Observed",86.5477931749974,"Belize","Latin America & Caribbean"
"92","China","CHN",1,2,253275.382079727,24.875,24.875,43.375,0.0273267615402104,0.00112279553454471,2024-01-01,2024,27,"WHO","Observed",988,27,469,"Observed",100,"China","East Asia & Pacific"
"93","Cook Islands","COK",1,2,1.32969383783867,9.33333333333334,9.33333333333333,42.6666666666667,0.22690917353494,0.0375968271673793,2024-01-01,2024,0,"WHO","Observed",0,0,0,"Observed",6.27748128444425,"Cook Islands","East Asia & Pacific"
"94","Costa Rica","CRI",1,2,1.04477697283754,1592.83333333334,1592.83333333333,2312.83333333333,0.105619540151646,0.0576274754863588,2024-01-01,2024,3492,"PAHO","Observed",33062,3492,4466,"Observed",99.9999999547279,"Costa Rica","Latin America & Caribbean"
"95","Dominican Republic","DOM",1,2,1.80490916709649,292.833333333334,292.833333333333,710.666666666667,0.108347466370572,0.0306184891007884,2024-01-01,2024,3821,"PAHO","Observed",35266,3821,4020,"Observed",100,"Dominican Republic","Latin America & Caribbean"
"96","El Salvador","SLV",1,2,2.44327832310398,1167.71428571429,1167.71428571429,2614.42857142857,0.173919873500659,0.0619129154986272,2024-01-01,2024,491,"PAHO","Observed",2823,491,894,"Observed",96.5082329284075,"El Salvador","Latin America & Caribbean"
"97","French Polynesia","PYF",1,2,0.721909181529859,123.555555555555,123.555555555556,210.777777777778,0.301580634281477,0.119594391140681,2024-01-01,2024,9,"WHO","Observed",30,9,9,"Observed",29.4743877567938,"French Polynesia","East Asia & Pacific"
"98","Guatemala","GTM",1,2,2.75850234056958,519.571428571429,519.571428571429,1273.85714285714,0.135195332704922,0.048167587029302,2024-01-01,2024,7911,"PAHO","Observed",58515,7911,12295,"Observed",100,"Guatemala","Latin America & Caribbean"
"99","Honduras","HND",1,2,2.83151184664177,1527.5,1527.5,3492.16666666667,0.196054338346365,0.0648454923051653,2024-01-01,2024,3602,"PAHO","Observed",18372,3602,5138,"Observed",99.9999999999347,"Honduras","Latin America & Caribbean"
"100","India","IND",1,2,1.74515156464859,7932.15384615381,7932.15384615385,10186.5384615385,0.0923641029422723,0.0670154765162982,2024-01-01,2024,5079,"SEARO","Observed",54989,5079,22438,"Observed",99.9958722850355,"India","South Asia"
"101","Jamaica","JAM",1,2,0.782506397371084,137.5,137.5,228.5,0.234540349210199,0.0735279597349131,2024-01-01,2024,457,"PAHO","Observed",1948,457,577,"Observed",99.9992263925288,"Jamaica","Latin America & Caribbean"
"102","Kenya","KEN",1,2,0.25894176900538,32,32,50.5,0.237659268550892,0.0565291020338457,2024-01-01,2024,0,"WHO","Observed",0,0,704,"Observed",28.6682370239611,"Kenya","Sub-Saharan Africa"
"103","Kiribati","KIR",1,2,0.71101365034386,57.75,57.75,59,0.281387442369075,0.279135611519652,2024-01-01,2024,0,"WHO","Observed",0,0,0,"Observed",4.34927737267439,"Kiribati","East Asia & Pacific"
"104","Nepal","NPL",1,2,2.66019878954186,8,8,12.4,0.0530665313434684,0.0221627737908269,2024-01-01,2024,499,"SEARO","Observed",9403,499,1343,"Observed",100,"Nepal","South Asia"
"105","Palau","PLW",1,2,1.10490118752474,46.3999999999999,46.4,113.6,0.225041404496806,0.0992546259070765,2024-01-01,2024,1,"WHO","Observed",4,1,1,"Observed",8.51868662890995,"Palau","East Asia & Pacific"
"106","Samoa","WSM",1,2,0.397718801434826,60.5,60.5,959.833333333333,0.388393978035077,0.023098268796554,2024-01-01,2024,12,"WHO","Observed",31,12,12,"Observed",56.9558728580952,"Samoa","East Asia & Pacific"
"107","Sudan","SDN",1,2,0.352802539666506,62,62,232.5,0.189313523270543,0.0100285600739075,2024-01-01,2024,494,"WHO","Observed",2609,494,1562,"Observed",99.999997535919,"Sudan","Sub-Saharan Africa"
"108","Tonga","TON",1,2,614416.03127135,37.3333333333333,37.3333333333333,64,0.426522528864924,0.106910374853987,2024-01-01,2024,0,"WHO","Observed",0,0,0,"Observed",6.12113435385793e-15,"Tonga","East Asia & Pacific"
"109","Vanuatu","VUT",1,2,0.942291129783765,4.6,4.6,47.2,0.273828080960542,0.0374293800825916,2024-01-01,2024,12,"WHO","Observed",44,12,12,"Observed",99.9805593759804,"Vanuatu","East Asia & Pacific"
"110","Bhutan","BTN",2,2,0.669458933103378,38.3,38.3,116.1,0.107762670775652,0.0355235511162985,2024-02-01,2024,0,"SEARO","Observed",0,0,2,"Observed",6.58270953305496,"Bhutan","South Asia"
"111","Burkina Faso","BFA",2,2,75526684.1903417,15.6666666666667,15.6666666666667,119.166666666667,0.0711382463890289,0.00705946321927086,2024-02-01,2024,5067,"WHO","Observed",71228,11796,16038,"Observed",100,"Burkina Faso","Sub-Saharan Africa"
"112","Cameroon","CMR",2,2,43.5881014435353,13.75,13.75,62,0.140881601477139,0.0328781128915698,2024-02-01,2024,55,"WHO","Observed",390,57,57,"Observed",100,"Cameroon","Sub-Saharan Africa"
"113","Curaçao","CUW",2,2,3.61121110313934,28.5,28.5,188,0.172351958499908,0.0256268730312713,2024-02-01,2024,94,"PAHO","Observed",545,134,216,"Observed",100,"Curaçao","Latin America & Caribbean"
"114","Ethiopia","ETH",2,2,0.104004747688427,555.2,555.2,1159.4,0.0488960166697166,0.0203217171170687,2024-02-01,2024,168,"WHO","Observed",3436,673,673,"Observed",95.3735282481402,"Ethiopia","Sub-Saharan Africa"
"115","Grenada","GRD",2,2,0.363186647216413,38.5,38.5,50,0.135299883641822,0.0559210153328131,2024-02-01,2024,37,"PAHO","Observed",273,84,100,"Observed",98.5661988860624,"Grenada","Latin America & Caribbean"
"116","Guadeloupe","GLP",2,2,0.399901329926054,259.857142857142,259.857142857143,2323.57142857143,0.213003991857121,0.0457489859934318,2024-02-01,2024,715,"PAHO","Observed",3357,2160,4380,"Observed",99.9124853979442,"Guadeloupe","Latin America & Caribbean"
"117","Mexico","MEX",2,2,4.96784610714176,3889.88888888887,3889.88888888889,6890,0.0619758800187573,0.0353195976259711,2024-02-01,2024,13673,"PAHO","Observed",220618,34920,46089,"Observed",100,"Mexico","Latin America & Caribbean"
"118","Panama","PAN",2,2,0.899318744583775,513.909090909091,513.909090909091,1072.36363636364,0.120451526184695,0.0626259086002675,2024-02-01,2024,1216,"PAHO","Observed",10095,3769,6197,"Observed",99.9999984972238,"Panama","Latin America & Caribbean"
"119","Puerto Rico","PRI",2,2,0.909485118891002,354.75,354.75,1019,0.130522014598031,0.0569382425263886,2024-02-01,2024,226,"PAHO","Observed",1732,510,1172,"Observed",99.0422247871295,"Puerto Rico","Latin America & Caribbean"
"120","Suriname","SUR",2,2,2.26508721639614,19.6,19.6,68.6,0.207948150935414,0.0563285456638358,2024-02-01,2024,38,"PAHO","Observed",183,65,65,"Observed",99.9999929039873,"Suriname","Latin America & Caribbean"
"121","Marshall Islands","MHL",3,2,1610306.43442606,26.6666666666666,26.6666666666667,51,0.018408997359073,0.00963390419883735,2024-03-01,2024,0,"WHO","Observed",0,0,0,"Observed",2.62367300615297e-10,"Marshall Islands","East Asia & Pacific"
"122","Martinique","MTQ",3,2,0.365007043547234,183.8,183.8,361.2,0.129608750280129,0.039050860814154,2024-03-01,2024,1160,"PAHO","Observed",8950,4555,3025,"Observed",99.9999998760621,"Martinique","Latin America & Caribbean"
"123","Senegal","SEN",3,2,15758.769295703,1.75,1.75,3,0.0221041530738002,0.0127361760548064,2024-03-01,2024,29,"WHO","Observed",1312,153,236,"Observed",100,"Senegal","Sub-Saharan Africa"
"124","Eritrea","ERI",4,2,4.46152205049493,561.4,561.4,1227.8,0.119337883433107,0.0535063127551542,2024-04-01,2024,972,"WHO","Observed",8145,7204,2435,"Observed",100,"Eritrea","Sub-Saharan Africa"
"125","Aruba","ABW",5,2,0.447699094768527,190,190,205,0.0911832512060843,0.0831039410105522,2024-05-01,2024,41,"WHO","Observed",450,57,43,"Observed",87.3576535861174,"Aruba","Latin America & Caribbean"
"126","Cuba","CUB",6,2,0.667789196099439,510.500000000001,510.5,538.625,0.178899565139465,0.172330476381872,2024-06-01,2024,1023,"WHO","Unobserved",5718,3697,1099,"Estimates",99.979344964214,"Cuba","Latin America & Caribbean"
"127","Paraguay","PRY",6,2,1.24200341155379,1061.5,1061.5,4068.16666666667,0.090612619802902,0.0292768392027821,2024-06-01,2024,5637,"PAHO","Observed",62210,281095,23989,"Observed",100,"Paraguay","Latin America & Caribbean"
"128","Argentina","ARG",7,2,1.1416613542162,16.3333333333333,16.3333333333333,30.6666666666667,0.015216111451712,0.00765508710742657,2024-07-01,2024,40,"PAHO","Observed",2629,581279,5194,"Observed",100,"Argentina","Latin America & Caribbean"
"129","Australia","AUS",7,2,1137726.8325908,86.3076923076922,86.3076923076923,148,0.11985162926013,0.0712811734008974,2024-07-01,2024,213,"WHO","Observed",1777,1586,585,"Observed",100,"Australia","East Asia & Pacific"
"130","Bolivia","BOL",7,2,2.99419286993436,921.727272727272,921.727272727273,1800.54545454545,0.0362724695980371,0.0199386719348451,2024-07-01,2024,1147,"PAHO","Observed",31622,48778,7619,"Observed",100,"Bolivia","Latin America & Caribbean"
"131","French Guiana","GUF",7,2,0.153899395722082,24.875,24.875,91.5,0.0655307613196936,0.00491639787613252,2024-07-01,2024,587,"PAHO","Observed",8958,16064,1428,"Observed",100,"French Guiana","Latin America & Caribbean"
"132","Timor-Leste","TLS",7,2,0.372646858351064,18.2142857142857,18.2142857142857,30,0.0237819710406306,0.0142482710625253,2024-07-01,2024,30,"SEARO","Observed",1261,1347,148,"Observed",99.9999999999571,"Timor-Leste","East Asia & Pacific"
"133","Fiji","FJI",8,2,0.709953490165501,295.230769230769,295.230769230769,475.846153846154,0.0753706545645886,0.0472570550029931,2024-08-01,2024,526,"WHO","Observed",6979,6162,1927,"Observed",99.9999982259752,"Fiji","East Asia & Pacific"
"134","Indonesia","IDN",8,2,10.0452365398405,6964.42857142856,6964.42857142857,13208.5,0.116438994131032,0.0611910506147837,2024-08-01,2024,14563,"SEARO","Observed",125070,209040,33828,"Observed",100,"Indonesia","East Asia & Pacific"
"135","Peru","PER",8,2,0.997176906862824,5440.37499999999,5440.375,10665.875,0.106688115186883,0.0663411116890773,2024-08-01,2024,1699,"PAHO","Observed",15925,259230,5821,"Observed",94.6295382476247,"Peru","Latin America & Caribbean"
"136","Saudi Arabia","SAU",8,2,3.79780460811497,105.384615384615,105.384615384615,189.384615384615,0.0543404856422422,0.0314076480681694,2024-08-01,2024,323,"WHO","Observed",5944,8193,643,"Observed",100,"Saudi Arabia","Middle East & North Africa"
"137","Brazil","BRA",9,2,2.07779223603724,41283.2000000001,41283.2,82021.4,0.0339673117898576,0.0184559228142434,2024-09-01,2024,132232,"PAHO","Observed",3892919,9887507,373428,"Observed",100,"Brazil","Latin America & Caribbean"
"138","Ecuador","ECU",9,2,1.55607546545045,1216.27272727273,1216.27272727273,2149.45454545455,0.0994903835448599,0.0562197420042388,2024-09-01,2024,2948,"PAHO","Observed",29631,53393,7714,"Observed",100,"Ecuador","Latin America & Caribbean"
"139","Guyana","GUY",10,2,1.13080250777729,301,301,526,0.124475871732428,0.069674814399761,2024-10-01,2024,2449,"PAHO","Observed",19674,41267,24103,"Observed",100,"Guyana","Latin America & Caribbean"
"140","Cambodia","KHM",11,2,0.629644591195966,416.214285714287,416.214285714286,720.357142857143,0.0778806327855854,0.0421567247132062,2024-11-01,2024,1464,"WHO","Observed",18798,17810,3599,"Observed",99.9999999999908,"Cambodia","East Asia & Pacific"
"141","Colombia","COL",11,2,2.31730781254011,8421.16666666667,8421.16666666667,16306,0.217767448038192,0.109980805092342,2024-11-01,2024,14580,"PAHO","Observed",66952,308142,29127,"Observed",99.9999577897814,"Colombia","Latin America & Caribbean"
"142","Malaysia","MYS",11,2,2.34688585883093,5714.07692307693,5714.07692307692,11927.6923076923,0.170644553245949,0.0817755547091338,2024-11-01,2024,5699,"WHO","Observed",33397,116949,13439,"Observed",99.9965514908596,"Malaysia","East Asia & Pacific"
"143","Maldives","MDV",11,2,3.60900495957613,81.818181818182,81.8181818181818,158.090909090909,0.133036902193593,0.0682323226146325,2024-11-01,2024,124,"SEARO","Observed",932,3178,241,"Observed",99.9999999999986,"Maldives","South Asia"
"144","Sri Lanka","LKA",11,2,2.51970226706839,3476.55555555555,3476.55555555556,7258.77777777778,0.126022725557058,0.0584087655685503,2024-11-01,2024,3498,"SEARO","Observed",27757,46273,6462,"Observed",99.9999858980931,"Sri Lanka","South Asia"
"145","Bahamas","BHS",12,2,0.183868125749994,96.4999999999999,96.5,133.5,0.360697643420604,0.241900621691893,2024-12-01,2024,0,"WHO","Unobserved",0,6399,3523,"Estimates",31.6026031251438,"Bahamas","Latin America & Caribbean"
"146","British Virgin Islands","VGB",12,2,78428.8168048937,15,15,34.6666666666667,0.30698467392397,0.133774168256927,2024-12-01,2024,2930,"WHO","Unobserved",9544,7706,2982,"Estimates",100,"British Virgin Islands","Latin America & Caribbean"
"147","Nicaragua","NIC",12,2,1.10148751062422,3043.66666666667,3043.66666666667,7577.16666666667,0.0851682181911749,0.0384606319806125,2024-12-01,2024,6748,"PAHO","Observed",79231,92022,15009,"Observed",99.9999999999474,"Nicaragua","Latin America & Caribbean"
"148","Pakistan","PAK",12,2,0.415454639533124,155.307692307692,155.307692307692,302.230769230769,0.0450628784400463,0.0246343091297086,2024-12-01,2024,4929,"WHO","Observed",109380,58670,12590,"Observed",100,"Pakistan","South Asia"
"149","Singapore","SGP",12,2,1.53690923049727,885.714285714285,885.714285714286,1666.5,0.163102710951037,0.0824695230962588,2024-12-01,2024,395,"WHO","Observed",2422,13655,821,"Observed",95.9285773950163,"Singapore","East Asia & Pacific"
"150","Bangladesh","BGD",1,2,0.170978677556162,41.5555555555556,41.5555555555556,199.666666666667,0.0577574457172467,0.0162018009356249,2025-01-01,2025,1161,"SEARO","Observed",20101,1161,11961,"Observed",100,"Bangladesh","South Asia"
"151","Barbados","BRB",1,2,2.43252085841562,174.75,174.75,244,0.203441402343051,0.127846701487589,2025-01-01,2025,28,"PAHO","Observed",138,28,417,"Observed",44.9328337975198,"Barbados","Latin America & Caribbean"
"152","Belize","BLZ",1,2,1.61166232709612,290.461538461538,290.461538461538,485.076923076923,0.1372335970951,0.0747359143931424,2025-01-01,2025,54,"PAHO","Observed",393,54,127,"Observed",74.6572702011475,"Belize","Latin America & Caribbean"
"153","China","CHN",1,2,253275.382079727,24.875,24.875,43.375,0.0273267615402104,0.00112279553454471,2025-01-01,2025,49,"WHO","Observed",1793,49,518,"Observed",100,"China","East Asia & Pacific"
"154","Cook Islands","COK",1,2,1.32969383783867,9.33333333333334,9.33333333333333,42.6666666666667,0.22690917353494,0.0375968271673793,2025-01-01,2025,0,"WHO","Observed",0,0,0,"Observed",6.27748128444425,"Cook Islands","East Asia & Pacific"
"155","Costa Rica","CRI",1,2,1.04477697283754,1592.83333333334,1592.83333333333,2312.83333333333,0.105619540151646,0.0576274754863588,2025-01-01,2025,600,"PAHO","Observed",5681,600,5066,"Observed",97.3557457601963,"Costa Rica","Latin America & Caribbean"
"156","Dominican Republic","DOM",1,2,1.80490916709649,292.833333333334,292.833333333333,710.666666666667,0.108347466370572,0.0306184891007884,2025-01-01,2025,201,"PAHO","Observed",1855,201,4221,"Observed",99.9909562132562,"Dominican Republic","Latin America & Caribbean"
"157","El Salvador","SLV",1,2,2.44327832310398,1167.71428571429,1167.71428571429,2614.42857142857,0.173919873500659,0.0619129154986272,2025-01-01,2025,411,"PAHO","Observed",2363,411,1305,"Observed",92.6284619806258,"El Salvador","Latin America & Caribbean"
"158","French Polynesia","PYF",1,2,0.721909181529859,123.555555555555,123.555555555556,210.777777777778,0.301580634281477,0.119594391140681,2025-01-01,2025,223,"WHO","Observed",739,223,232,"Observed",99.3290084931585,"French Polynesia","East Asia & Pacific"
"159","Guatemala","GTM",1,2,2.75850234056958,519.571428571429,519.571428571429,1273.85714285714,0.135195332704922,0.048167587029302,2025-01-01,2025,4342,"PAHO","Observed",32116,4342,16637,"Observed",100,"Guatemala","Latin America & Caribbean"
"160","Honduras","HND",1,2,2.83151184664177,1527.5,1527.5,3492.16666666667,0.196054338346365,0.0648454923051653,2025-01-01,2025,1434,"PAHO","Observed",7314,1434,6572,"Observed",99.9897415544159,"Honduras","Latin America & Caribbean"
"161","India","IND",1,2,1.74515156464859,7932.15384615381,7932.15384615385,10186.5384615385,0.0923641029422723,0.0670154765162982,2025-01-01,2025,4700,"SEARO","Observed",50886,4700,27138,"Observed",99.9903492239961,"India","South Asia"
"162","Jamaica","JAM",1,2,0.782506397371084,137.5,137.5,228.5,0.234540349210199,0.0735279597349131,2025-01-01,2025,46,"PAHO","Observed",196,46,623,"Observed",76.0051875744164,"Jamaica","Latin America & Caribbean"
"163","Kenya","KEN",1,2,0.25894176900538,32,32,50.5,0.237659268550892,0.0565291020338457,2025-01-01,2025,855,"WHO","Observed",3598,855,1559,"Observed",99.9999999999994,"Kenya","Sub-Saharan Africa"
