"","country","iso3","Month","season_nMonth","nb_size","nb_mean","Ave_season_monthly_cases","Ave_season_monthly_cum_cases","Ave_cum_monthly_proportion","Ave_monthly_proportion","date","Year","cases","source","Data_status","Predicted_total_seasonal_cases","cum_todate_cases_calendar","cum_todate_cases_season","Data_process","percentile_most_recent","Country","Region"
"609","Malaysia","MYS",3,6,2.71779180804573,6688.07692307693,6688.07692307692,37342.2307692308,0.492075248601824,0.0817360811118993,2025-03-01,2025,4571,"WHO","Observed",9289,16296,79353,"Observed",77.9624476846479,"Malaysia","East Asia & Pacific"
"610","Maldives","MDV",3,6,1.53771304169502,192.181818181818,192.181818181818,712,0.496877909265285,0.112866375397707,2025-03-01,2025,69,"SEARO","Observed",139,215,907,"Observed",46.1054860696531,"Maldives","South Asia"
"611","Sri Lanka","LKA",3,6,2.11516606942279,6683.33333333335,6683.33333333333,28213,0.447115722309163,0.0971848388965767,2025-03-01,2025,3771,"SEARO","Observed",8434,12379,42873,"Observed",71.865834612302,"Sri Lanka","South Asia"
"612","Bahamas","BHS",4,6,0.297586688145654,69.3333333333332,69.3333333333333,365.5,0.452619243108101,0.0296299390825985,2025-04-01,2025,68,"WHO","Unobserved",150,5349,9042,"Estimates",85.5812051439762,"Bahamas","Latin America & Caribbean"
"613","British Virgin Islands","VGB",4,6,0.66828571740168,24.6666666666667,24.6666666666667,167.666666666667,0.569401103164615,0.0506768503973715,2025-04-01,2025,5,"WHO","Observed",9,25,6715,"Observed",40.946577464143,"British Virgin Islands","Latin America & Caribbean"
"614","Nicaragua","NIC",4,6,1.64256242531365,8128.66666666666,8128.66666666667,29399.5,0.336046688091777,0.098450459884473,2025-04-01,2025,619,"WHO","Unobserved",1842,10028,50169,"Estimates",10.6556469460609,"Nicaragua","Latin America & Caribbean"
"615","Pakistan","PAK",4,6,0.948327023567049,575.153846153845,575.153846153846,1858,0.173256679373483,0.0399581057877166,2025-04-01,2025,431,"WHO","Observed",2488,7285,21696,"Observed",98.5240902471612,"Pakistan","South Asia"
"616","Singapore","SGP",4,6,1.280348034377,1830.42857142857,1830.42857142857,8023.92857142857,0.577473933384776,0.116907851738188,2025-04-01,2025,380,"WHO","Observed",658,1602,8989,"Observed",25.0326023731234,"Singapore","East Asia & Pacific"
"617","Solomon Islands","SLB",4,6,1.02525215327161,37.5,37.5,628.125,0.457550778105648,0.0404221465874854,2025-04-01,2025,30,"WHO","Observed",66,141,176,"Observed",82.9435099286206,"Solomon Islands","East Asia & Pacific"
"618","Bangladesh","BGD",5,6,0.571627689931565,1287.77777777778,1287.77777777778,2115,0.432646178875831,0.214265865922145,2025-05-01,2025,1773,"SEARO","Observed",4098,4345,16943,"Observed",93.1242302579122,"Bangladesh","South Asia"
"619","Barbados","BRB",5,6,2.80392416568304,93.2499999999999,93.25,547.25,0.437694276369581,0.0681796809590609,2025-05-01,2025,76,"PAHO","Observed",174,247,1302,"Observed",91.0921132521451,"Barbados","Latin America & Caribbean"
"620","Belize","BLZ",5,6,1.23212535050116,545.153846153847,545.153846153846,1901.38461538462,0.439714903264136,0.106652556346868,2025-05-01,2025,71,"PAHO","Observed",161,325,628,"Observed",21.2233676426325,"Belize","Latin America & Caribbean"
"621","China","CHN",5,6,0.401967794973052,1325.875,1325.875,1974.25,0.207910419782241,0.133431769025652,2025-05-01,2025,126,"WHO","Observed",606,338,1054,"Observed",54.2133686966163,"China","East Asia & Pacific"
"622","Cook Islands","COK",5,6,1.67266234720186,6.33333333333333,6.33333333333333,105.666666666667,0.480588605895354,0.0267082894383508,2025-05-01,2025,12,"WHO","Observed",25,14,14,"Observed",99.1311299859039,"Cook Islands","East Asia & Pacific"
"623","Costa Rica","CRI",5,6,1.34180149590439,3459.66666666666,3459.66666666667,12488.1666666667,0.455401422613598,0.108086953113908,2025-05-01,2025,228,"PAHO","Observed",501,1658,11257,"Observed",8.32976924840409,"Costa Rica","Latin America & Caribbean"
"624","Dominican Republic","DOM",5,6,1.35960838764815,1031.66666666666,1031.66666666667,3127.16666666667,0.35519011380565,0.0903325191299684,2025-05-01,2025,166,"PAHO","Observed",467,898,8671,"Observed",30.433125627387,"Dominican Republic","Latin America & Caribbean"
"625","El Salvador","SLV",5,6,1.64633148727799,2336.57142857143,2336.57142857143,10454.2857142857,0.539276223788651,0.10405712817985,2025-05-01,2025,391,"PAHO","Observed",725,2031,5112,"Observed",16.4335572899089,"El Salvador","Latin America & Caribbean"
"626","French Polynesia","PYF",5,6,0.61134848756145,69.8888888888889,69.8888888888889,448.777777777778,0.526057114168853,0.0583699813324385,2025-05-01,2025,203,"WHO","Observed",386,965,1013,"Observed",98.6587278154612,"French Polynesia","East Asia & Pacific"
"627","Guatemala","GTM",5,6,1.08893294244079,2132.57142857143,2132.57142857143,6502.85714285714,0.463295870238365,0.108570485850013,2025-05-01,2025,4995,"PAHO","Observed",10781,22398,62945,"Observed",99.4975028156352,"Guatemala","Latin America & Caribbean"
"628","Honduras","HND",5,6,2.25015929042913,2276,2276,12175.5,0.533729705295198,0.0867214033150045,2025-05-01,2025,1678,"PAHO","Observed",3144,7987,38682,"Observed",76.7387487287309,"Honduras","Latin America & Caribbean"
"629","India","IND",5,6,1.82293223435421,13399.923076923,13399.9230769231,42883.9230769231,0.361263565933064,0.11033685371892,2025-05-01,2025,3766,"SEARO","Observed",10425,18489,60440,"Observed",47.1507027524825,"India","South Asia"
"630","Jamaica","JAM",5,6,0.915795868429085,82.2500000000001,82.25,559.75,0.419385335204858,0.0467112084376745,2025-05-01,2025,30,"PAHO","Observed",72,195,1657,"Observed",59.4098058130316,"Jamaica","Latin America & Caribbean"
"631","Kenya","KEN",5,6,0.390652828124602,77.2499999999999,77.25,463,0.730571549263924,0.110789508430855,2025-05-01,2025,816,"WHO","Observed",1117,2408,3261,"Observed",99.9501035790863,"Kenya","Sub-Saharan Africa"
"632","Kiribati","KIR",5,6,0.187020202391199,193.5,193.5,700.25,0.591595709544431,0.0519474105250088,2025-05-01,2025,95,"WHO","Observed",161,121,121,"Observed",74.8492922119736,"Kiribati","East Asia & Pacific"
"633","Nepal","NPL",5,6,1.32789946674245,37,37,79.4,0.250908549496423,0.110733503672397,2025-05-01,2025,314,"SEARO","Observed",1251,1300,4383,"Observed",100,"Nepal","South Asia"
"634","Palau","PLW",5,6,1.00424790807064,80,80,363,0.551201778189842,0.115196738008559,2025-05-01,2025,0,"WHO","Observed",0,0,2,"Observed",1.21684089283714,"Palau","East Asia & Pacific"
"635","Samoa","WSM",5,6,0.250214070162108,454.333333333334,454.333333333333,3299.5,0.665849347139268,0.045919712787659,2025-05-01,2025,227,"WHO","Observed",341,272,672,"Observed",70.0361103644922,"Samoa","East Asia & Pacific"
"636","Sudan","SDN",5,6,0.222674577382814,867,867,1960.5,0.265580370371796,0.0409727323923238,2025-05-01,2025,824,"WHO","Observed",3103,3675,6672,"Observed",91.8594401182959,"Sudan","Sub-Saharan Africa"
"637","Tonga","TON",5,6,0.373987567877751,11,11,142.666666666667,0.654775609385181,0.0303599872570882,2025-05-01,2025,563,"WHO","Observed",860,1848,1853,"Observed",99.9999999999984,"Tonga","East Asia & Pacific"
"638","Vanuatu","VUT",5,6,0.33607142988092,107.6,107.6,189,0.589278759443003,0.109921916093942,2025-05-01,2025,0,"WHO","Observed",0,85,186,"Observed",14.3733492968723,"Vanuatu","East Asia & Pacific"
"639","Bhutan","BTN",6,6,0.792241739354865,126.9,126.9,526.8,0.533778697129163,0.13366470000804,2025-06-01,2025,0,"SEARO","Observed",0,4,4,"Observed",1.78352593058134,"Bhutan","South Asia"
"640","Burkina Faso","BFA",6,6,0.181773685721064,4223.33333333334,4223.33333333333,5306.33333333333,0.202947697751675,0.0793252163821906,2025-06-01,2025,1894,"WHO","Observed",9332,14816,36801,"Observed",86.6625385884927,"Burkina Faso","Sub-Saharan Africa"
"641","Cameroon","CMR",6,6,7.69974834612852,28.25,28.25,143.75,0.328540792059382,0.064277698142689,2025-06-01,2025,0,"WHO","Observed",0,61,118,"Observed",0.000703363166154779,"Cameroon","Sub-Saharan Africa"
"642","Curaçao","CUW",6,6,2.80928183514975,60.5,60.5,354.75,0.32318696540599,0.0528385332922475,2025-06-01,2025,90,"WHO","Unobserved",278,295,693,"Estimates",99.9794233440653,"Curaçao","Latin America & Caribbean"
"643","Ethiopia","ETH",6,6,0.553259566011048,1115.8,1115.8,3966.6,0.291129090068808,0.178677062805942,2025-06-01,2025,80,"WHO","Observed",275,2303,4703,"Observed",35.6555540499187,"Ethiopia","Sub-Saharan Africa"
"644","Grenada","GRD",6,6,1.25336641014362,50.8750000000001,50.875,253.625,0.598631666876512,0.153442511175997,2025-06-01,2025,21,"PAHO","Observed",35,104,321,"Observed",47.3519383137367,"Grenada","Latin America & Caribbean"
"645","Guadeloupe","GLP",6,6,0.306499062387733,1019.57142857143,1019.57142857143,4186.57142857143,0.351067094406359,0.0703473273249936,2025-06-01,2025,265,"PAHO","Observed",755,4635,8685,"Observed",67.2750891707728,"Guadeloupe","Latin America & Caribbean"
"646","Mexico","MEX",6,6,1.7448709348902,19559.9999999999,19560,53987.1111111111,0.423866553002035,0.140123579511385,2025-06-01,2025,11965,"PAHO","Observed",28228,54131,167304,"Observed",77.7334226647345,"Mexico","Latin America & Caribbean"
"647","Panama","PAN",6,6,1.37536122156932,782.545454545456,782.545454545455,4034.18181818182,0.467437752166974,0.0959967260510207,2025-06-01,2025,1908,"PAHO","Observed",4082,9045,18188,"Observed",99.809915820386,"Panama","Latin America & Caribbean"
"648","Puerto Rico","PRI",6,6,0.802379577727735,693.749999999999,693.75,3045.625,0.397023174182606,0.0901424056342195,2025-06-01,2025,297,"PAHO","Observed",748,2061,3935,"Observed",67.135882364404,"Puerto Rico","Latin America & Caribbean"
"649","Suriname","SUR",6,6,1.53302891012437,24,24,162.8,0.471111275911937,0.0633375083504947,2025-06-01,2025,7,"WHO","Unobserved",15,22,117,"Estimates",41.8171426261079,"Suriname","Latin America & Caribbean"
"650","Marshall Islands","MHL",7,6,2.36723578688111,265.333333333333,265.333333333333,870.333333333333,0.406372591732985,0.148619596136218,2025-07-01,2025,0,"WHO","Observed",0,0,0,"Observed",0.00137752543240713,"Marshall Islands","East Asia & Pacific"
"651","Martinique","MTQ",7,6,0.238735818074473,559.200000000001,559.2,1705.6,0.308374930378495,0.124019341901646,2025-07-01,2025,1475,"WHO","Unobserved",4783,2470,6551,"Estimates",98.4572829811255,"Martinique","Latin America & Caribbean"
"652","Senegal","SEN",7,6,0.576725969666986,201.5,201.5,217.5,0.387381674251548,0.282265761622178,2025-07-01,2025,304,"WHO","Observed",785,1181,1366,"Observed",95.7457058781607,"Senegal","Sub-Saharan Africa"
"653","Timor-Leste","TLS",11,6,1.62999251344254,234.214285714286,234.214285714286,576.642857142857,0.552467868911211,0.229416199324096,2025-11-01,2025,0,"SEARO","Observed",0,942,389,"Observed",0.0300953505764459,"Timor-Leste","East Asia & Pacific"
"654","Indonesia","IDN",12,6,5.03910487796995,10787.1428571429,10787.1428571429,58118,0.512422940453769,0.0948809169112691,2025-12-01,2025,0,"SEARO","Observed",0,56279,82059,"Observed",1.64426529116979e-15,"Indonesia","East Asia & Pacific"
"655","Fiji","FJI",1,7,0.83474806643515,667.615384615385,667.615384615385,3916.92307692308,0.609628189069886,0.119554508722954,2024-01-01,2024,786,"WHO","Observed",1289,786,3411,"Observed",84.7327648529543,"Fiji","East Asia & Pacific"
"656","Indonesia","IDN",1,7,3.80287232310916,16033,16033,74151,0.648591556899813,0.136168616446043,2024-01-01,2024,27268,"SEARO","Observed",42042,27268,109327,"Observed",99.1651440145767,"Indonesia","East Asia & Pacific"
"657","New Caledonia","NCL",1,7,0.242146827144899,173.416666666667,173.416666666667,1470,0.664663057948535,0.0875137221111077,2024-01-01,2024,2,"WHO","Observed",3,2,2,"Observed",30.5974713330174,"New Caledonia","East Asia & Pacific"
"658","Peru","PER",1,7,1.98098434617519,6101.00000000001,6101,40514.125,0.497867480758493,0.107503534882349,2024-01-01,2024,12138,"PAHO","Observed",24380,12138,34626,"Observed",99.6853169307898,"Peru","Latin America & Caribbean"
"659","Saudi Arabia","SAU",1,7,0.560722650389713,480.076923076923,480.076923076923,1826.92307692308,0.517839541604907,0.107712185351578,2024-01-01,2024,1504,"WHO","Observed",2904,1504,2147,"Observed",98.8770555966428,"Saudi Arabia","Middle East & North Africa"
"660","Brazil","BRA",2,7,1.11653306959866,402081.099999999,402081.1,1498603,0.640361957720226,0.132279362730835,2024-02-01,2024,1715071,"PAHO","Observed",2678284,2494776,3992284,"Observed",99.9201452090015,"Brazil","Latin America & Caribbean"
"661","Ecuador","ECU",2,7,1.90433243856432,2406.36363636364,2406.36363636364,11082.8181818182,0.56772686551218,0.108023961829184,2024-02-01,2024,5613,"PAHO","Observed",9887,9451,32481,"Observed",99.7021855905406,"Ecuador","Latin America & Caribbean"
"662","Réunion","REU",2,7,0.318345627562497,2453.22222222223,2453.22222222222,6906,0.816511747816206,0.312588410606833,2024-02-01,2024,18,"WHO","Observed",22,54,64,"Observed",17.4588817108738,"Réunion",NA
"663","Guyana","GUY",3,7,0.722966242855659,515.857142857143,515.857142857143,3667.42857142857,0.596602813818683,0.0743183723647208,2024-03-01,2024,3457,"PAHO","Observed",5794,10728,49106,"Observed",99.9871512920674,"Guyana","Latin America & Caribbean"
"664","Cambodia","KHM",4,7,1.00004862685291,3910.92857142858,3910.92857142857,10328.4285714286,0.528030457761018,0.174123622383212,2024-04-01,2024,724,"WHO","Observed",1371,5351,11982,"Observed",29.584176399712,"Cambodia","East Asia & Pacific"
"665","Colombia","COL",4,7,2.82654328191763,6983,6983,50660,0.630004128171297,0.0802265280729058,2024-04-01,2024,45603,"PAHO","Observed",72385,128881,222331,"Observed",99.9999999943825,"Colombia","Latin America & Caribbean"
"666","Malaysia","MYS",4,7,2.4932445686538,7724.46153846155,7724.46153846154,45066.6923076923,0.586061763396609,0.0939865147947849,2024-04-01,2024,8743,"WHO","Observed",14918,52887,88096,"Observed",91.4202733305008,"Malaysia","East Asia & Pacific"
"667","Maldives","MDV",4,7,1.78177572732046,255.636363636364,255.636363636364,967.636363636364,0.64461604696391,0.147738137698625,2024-04-01,2024,255,"SEARO","Observed",396,638,1162,"Observed",80.8686812162009,"Maldives","South Asia"
"668","Sri Lanka","LKA",4,7,1.21487971994826,10539,10539,38752,0.573899178493686,0.126783456184523,2024-04-01,2024,2234,"SEARO","Observed",3893,22662,45107,"Observed",26.8026309997299,"Sri Lanka","South Asia"
"669","Bahamas","BHS",5,7,0.326574391598254,224.833333333333,224.833333333333,590.333333333333,0.541249180655035,0.0886299375469346,2024-05-01,2024,132,"WHO","Unobserved",244,302,9174,"Estimates",73.4619188353125,"Bahamas","Latin America & Caribbean"
"670","British Virgin Islands","VGB",5,7,0.565752570897418,40.6666666666667,40.6666666666667,208.333333333333,0.65035091515713,0.0809498119925147,2024-05-01,2024,934,"WHO","Unobserved",1436,4642,7649,"Estimates",99.9999999592995,"British Virgin Islands","Latin America & Caribbean"
"671","Nicaragua","NIC",5,7,1.79943983880491,7951.66666666667,7951.66666666667,37351.1666666667,0.433696886426482,0.0976501983347052,2024-05-01,2024,4843,"PAHO","Observed",11167,29975,55012,"Observed",76.6309565231924,"Nicaragua","Latin America & Caribbean"
"672","Pakistan","PAK",5,7,0.875377867436223,1436.38461538462,1436.38461538462,3294.38461538462,0.253296787802589,0.0800401084291052,2024-05-01,2024,7675,"WHO","Observed",30300,9496,29371,"Observed",99.9999993906403,"Pakistan","South Asia"
"673","Singapore","SGP",5,7,1.2551296126387,1479.57142857143,1479.57142857143,9503.5,0.669011114597309,0.0915371812125332,2024-05-01,2024,1466,"WHO","Observed",2191,8032,10455,"Observed",77.7049835037278,"Singapore","East Asia & Pacific"
"674","Solomon Islands","SLB",5,7,0.252725194131337,573.624999999999,573.625,1201.75,0.589363394235811,0.131812616130163,2024-05-01,2024,13,"WHO","Observed",22,48,189,"Observed",34.3766380781604,"Solomon Islands","East Asia & Pacific"
"675","Bangladesh","BGD",6,7,0.61536173878567,1123,1123,3238,0.642113644463291,0.20946746558746,2024-06-01,2024,798,"SEARO","Observed",1243,3651,17741,"Observed",69.429650906102,"Bangladesh","South Asia"
"676","Barbados","BRB",6,7,2.37949256607327,157.75,157.75,705,0.549687103924394,0.111992827554813,2024-06-01,2024,5,"PAHO","Observed",9,1044,1307,"Observed",0.390066626715225,"Barbados","Latin America & Caribbean"
"677","Belize","BLZ",6,7,1.29400467466112,580.999999999999,581,2482.38461538462,0.555559865588796,0.11584496232466,2024-06-01,2024,71,"PAHO","Observed",128,374,699,"Observed",14.6106293379441,"Belize","Latin America & Caribbean"
"678","China","CHN",6,7,0.817037507799263,4359.75000000001,4359.75,6334,0.544016428077086,0.336106008294845,2024-06-01,2024,130,"WHO","Observed",239,404,1184,"Observed",8.30330537757317,"China","East Asia & Pacific"
"679","Cook Islands","COK",6,7,1.34649362879682,10.6666666666667,10.6666666666667,116.333333333333,0.535327198364008,0.0547385924686538,2024-06-01,2024,0,"WHO","Observed",0,0,14,"Observed",5.25074747797443,"Cook Islands","East Asia & Pacific"
"680","Costa Rica","CRI",6,7,1.35317396138081,3329.83333333334,3329.83333333333,15818,0.558524267899352,0.103122845285754,2024-06-01,2024,2813,"PAHO","Observed",5036,11438,14070,"Observed",78.7253829037964,"Costa Rica","Latin America & Caribbean"
"681","Dominican Republic","DOM",6,7,0.850383268562343,1965.5,1965.5,5092.66666666667,0.487187394890586,0.131997281084936,2024-06-01,2024,738,"PAHO","Observed",1515,8312,9409,"Observed",55.6589076490924,"Dominican Republic","Latin America & Caribbean"
"682","El Salvador","SLV",6,7,1.58596316092873,2397.57142857143,2397.57142857143,12851.8571428571,0.645947730378068,0.106671506589416,2024-06-01,2024,785,"PAHO","Observed",1215,3463,5897,"Observed",31.2326486178619,"El Salvador","Latin America & Caribbean"
"683","French Polynesia","PYF",6,7,0.656382943322572,68.7777777777778,68.7777777777778,517.555555555556,0.59483650133534,0.0687793871664875,2024-06-01,2024,17,"WHO","Observed",29,65,1030,"Observed",43.5019871996173,"French Polynesia","East Asia & Pacific"
"684","Guatemala","GTM",6,7,0.619592078379054,3120.57142857143,3120.57142857143,9623.42857142857,0.564992626583696,0.101696756345331,2024-06-01,2024,20448,"PAHO","Observed",36192,56611,83393,"Observed",99.9763720335574,"Guatemala","Latin America & Caribbean"
"685","Honduras","HND",6,7,2.00817030281282,2533.66666666666,2533.66666666667,14709.1666666667,0.627145583552884,0.0934158782576858,2024-06-01,2024,29091,"PAHO","Observed",46386,58250,67773,"Observed",99.9999999999996,"Honduras","Latin America & Caribbean"
"686","India","IND",6,7,1.82894379839528,17701.6923076924,17701.6923076923,60585.6153846154,0.50719936249352,0.145935796560457,2024-06-01,2024,7499,"SEARO","Observed",14785,32091,67939,"Observed",50.6297146993489,"India","South Asia"
"687","Jamaica","JAM",6,7,0.692945098236059,155.75,155.75,715.5,0.496995936268753,0.0776106010638958,2024-06-01,2024,57,"PAHO","Observed",115,1399,1714,"Observed",56.9836418289434,"Jamaica","Latin America & Caribbean"
"688","Kenya","KEN",6,7,0.252404719730891,39.25,39.25,502.25,0.772736499650069,0.0421649503861447,2024-06-01,2024,291,"WHO","Observed",377,440,3552,"Observed",98.9702093343755,"Kenya","Sub-Saharan Africa"
"689","Kiribati","KIR",6,7,1477951.36506704,190.5,190.5,890.75,0.638655986224273,0.0470602766798419,2024-06-01,2024,0,"WHO","Observed",0,0,121,"Observed",1.87168459353598e-81,"Kiribati","East Asia & Pacific"
"690","Nepal","NPL",6,7,0.838039510495592,58.3999999999999,58.4,137.8,0.429042998820719,0.178134449324296,2024-06-01,2024,632,"SEARO","Observed",1473,2871,5015,"Observed",99.9999999591214,"Nepal","South Asia"
"691","Palau","PLW",6,7,0.958047085561932,89.3999999999999,89.4,452.4,0.66694795735555,0.115746179165708,2024-06-01,2024,2,"WHO","Observed",3,4,4,"Observed",4.82673132347222,"Palau","East Asia & Pacific"
"692","Samoa","WSM",6,7,0.220064461159625,849.166666666666,849.166666666667,4148.66666666667,0.728190546905761,0.0623411997664924,2024-06-01,2024,32,"WHO","Observed",44,432,704,"Observed",40.9548185830182,"Samoa","East Asia & Pacific"
"693","Sudan","SDN",6,7,0.280025539083716,1401.25,1401.25,3361.75,0.382123061459916,0.116542691088119,2024-06-01,2024,41,"WHO","Observed",107,1970,6713,"Observed",37.710852278673,"Sudan","Sub-Saharan Africa"
"694","Tonga","TON",6,7,0.616639547797932,13,13,155.666666666667,0.69376128278645,0.0389856734012693,2024-06-01,2024,5,"WHO","Observed",7,10,1858,"Observed",52.2881133801724,"Tonga","East Asia & Pacific"
"695","Vanuatu","VUT",6,7,0.182434784629617,197.4,197.4,386.4,0.692596089339715,0.103317329896712,2024-06-01,2024,12,"WHO","Observed",17,113,198,"Observed",50.9694323011806,"Vanuatu","East Asia & Pacific"
"696","Bhutan","BTN",7,7,0.731040840311143,134.8,134.8,661.6,0.66591659819183,0.132137901062667,2024-07-01,2024,2,"SEARO","Observed",3,2,6,"Observed",6.41615411587722,"Bhutan","South Asia"
"697","Burkina Faso","BFA",7,7,0.325219988132626,12967.6666666667,12967.6666666667,18274,0.583905090389915,0.380957392638241,2024-07-01,2024,3101,"WHO","Observed",5311,25086,39902,"Observed",56.2426478213058,"Burkina Faso","Sub-Saharan Africa"
"698","Cameroon","CMR",7,7,21.248115407137,35.25,35.25,179,0.413365941364919,0.0848251493055365,2024-07-01,2024,0,"WHO","Observed",0,57,118,"Observed",9.45447860094196e-08,"Cameroon","Sub-Saharan Africa"
"699","Curaçao","CUW",7,7,4.21827244876726,82.5,82.5,437.25,0.400016195514228,0.0768292301082376,2024-07-01,2024,63,"WHO","Unobserved",157,461,756,"Estimates",94.6455700119939,"Curaçao","Latin America & Caribbean"
"700","Ethiopia","ETH",7,7,0.545475893863371,2998,2998,6964.6,0.639301179621645,0.348172089552837,2024-07-01,2024,170,"WHO","Observed",266,2570,4873,"Observed",21.2420385656205,"Ethiopia","Sub-Saharan Africa"
"701","Grenada","GRD",7,7,0.984866519845719,34.875,34.875,288.5,0.702004627265382,0.10337296038887,2024-07-01,2024,64,"PAHO","Observed",91,281,385,"Observed",92.4943378289211,"Grenada","Latin America & Caribbean"
"702","Guadeloupe","GLP",7,7,0.375651599091929,1713.14285714286,1713.14285714286,5899.71428571429,0.509701646434237,0.158634552027878,2024-07-01,2024,185,"PAHO","Observed",363,4235,8870,"Observed",42.5828502969402,"Guadeloupe","Latin America & Caribbean"
"703","Mexico","MEX",7,7,2.11712459359736,23153.3333333334,23153.3333333333,77140.4444444444,0.595059889596187,0.171193336594152,2024-07-01,2024,58351,"PAHO","Observed",98059,171524,225655,"Observed",99.8420900600852,"Mexico","Latin America & Caribbean"
"704","Panama","PAN",7,7,1.35321757175245,982.81818181818,982.818181818182,5017,0.584613699607332,0.117175947440358,2024-07-01,2024,6839,"PAHO","Observed",11698,15982,25027,"Observed",99.9999687678999,"Panama","Latin America & Caribbean"
"705","Puerto Rico","PRI",7,7,0.623616023964342,985.5,985.5,4031.125,0.504749458664523,0.107726284481917,2024-07-01,2024,739,"PAHO","Observed",1464,2613,4674,"Observed",77.3284539404555,"Puerto Rico","Latin America & Caribbean"
"706","Suriname","SUR",7,7,1.46631397516266,37.6,37.6,200.4,0.569221313903788,0.0981100379918507,2024-07-01,2024,1,"WHO","Unobserved",2,96,118,"Estimates",3.3188465561013,"Suriname","Latin America & Caribbean"
"707","Marshall Islands","MHL",8,7,6.40995043313166,214.333333333333,214.333333333333,1084.66666666667,0.564700850142906,0.158328258409921,2024-08-01,2024,0,"WHO","Observed",0,0,0,"Observed",1.40506288210973e-08,"Marshall Islands","East Asia & Pacific"
"708","Martinique","MTQ",8,7,0.192044064167542,616.199999999999,616.2,2321.8,0.352515696670326,0.0441407662918306,2024-08-01,2024,0,"WHO","Observed",0,6004,6551,"Observed",21.2131866266241,"Martinique","Latin America & Caribbean"
"709","Senegal","SEN",8,7,0.566574432875886,216.5,216.5,434,0.685282132734927,0.297900458483379,2024-08-01,2024,94,"WHO","Observed",137,428,1460,"Observed",55.6062465102262,"Senegal","Sub-Saharan Africa"
"710","Eritrea","ERI",9,7,11.7749114601798,863,863,6066,0.579565091353518,0.0869454000554438,2024-09-01,2024,1867,"WHO","Observed",3221,12722,8010,"Observed",99.9999997241207,"Eritrea","Sub-Saharan Africa"
"711","Aruba","ABW",10,7,1.07593604323498,189.5,189.5,772,0.366293429931406,0.0817267997811623,2024-10-01,2024,4,"PAHO","Observed",11,88,84,"Observed",5.18683969039145,"Aruba","Latin America & Caribbean"
"712","Cuba","CUB",11,7,1.2001079324983,110.875,110.875,1253.375,0.340227589617733,0.0272884983444324,2024-11-01,2024,198,"PAHO","Unobserved",582,6245,9316,"Estimates",99.6961231330617,"Cuba","Latin America & Caribbean"
"713","Paraguay","PRY",11,7,1.11253777730709,7485.83333333334,7485.83333333333,23352,0.573911564158213,0.161864242932957,2024-11-01,2024,3414,"PAHO","Observed",5949,292374,39478,"Observed",53.6457904987814,"Paraguay","Latin America & Caribbean"
"714","Argentina","ARG",12,7,1.25522040838345,401.333333333333,401.333333333333,947,0.483698148894923,0.203692851715452,2024-12-01,2024,83,"PAHO","Observed",172,581560,6163,"Observed",30.4345354990014,"Argentina","Latin America & Caribbean"
"715","Australia","AUS",12,7,0.898665789061244,110,110,666.923076923077,0.565900209660717,0.0793240519771958,2024-12-01,2024,162,"WHO","Observed",286,2381,1645,"Observed",91.9556627337241,"Australia","East Asia & Pacific"
"716","Bolivia","BOL",12,7,1.45825338292568,7979.63636363637,7979.63636363636,31744.5454545455,0.548563420309538,0.135601709006763,2024-12-01,2024,3385,"PAHO","Observed",6171,58877,22659,"Observed",49.4637806923515,"Bolivia","Latin America & Caribbean"
"717","French Guiana","GUF",12,7,0.242630461787603,498.625000000001,498.625,1776,0.548889994600472,0.0784067492822657,2024-12-01,2024,0,"PAHO","Unobserved",0,19069,4476,"Estimates",15.7092544700484,"French Guiana","Latin America & Caribbean"
"718","Timor-Leste","TLS",12,7,0.95974111859468,140.428571428572,140.428571428571,717.071428571429,0.680442402177935,0.127974533266724,2024-12-01,2024,12,"SEARO","Observed",18,1462,401,"Observed",13.4047838155432,"Timor-Leste","East Asia & Pacific"
"719","Fiji","FJI",1,7,0.83474806643515,667.615384615385,667.615384615385,3916.92307692308,0.609628189069886,0.119554508722954,2025-01-01,2025,1627,"WHO","Observed",2669,1627,5038,"Observed",97.5136646890259,"Fiji","East Asia & Pacific"
"720","Indonesia","IDN",1,7,3.80287232310916,16033,16033,74151,0.648591556899813,0.136168616446043,2025-01-01,2025,21417,"SEARO","Observed",33021,21417,130744,"Observed",96.0923603184581,"Indonesia","East Asia & Pacific"
"721","New Caledonia","NCL",1,7,0.242146827144899,173.416666666667,173.416666666667,1470,0.664663057948535,0.0875137221111077,2025-01-01,2025,0,"WHO","Observed",0,0,2,"Observed",20.3479728967312,"New Caledonia","East Asia & Pacific"
"722","Peru","PER",1,7,1.98098434617519,6101.00000000001,6101,40514.125,0.497867480758493,0.107503534882349,2025-01-01,2025,6191,"PAHO","Observed",12435,6191,40817,"Observed",91.3161767954094,"Peru","Latin America & Caribbean"
"723","Brazil","BRA",2,7,1.11653306959866,402081.099999999,402081.1,1498603,0.640361957720226,0.132279362730835,2025-02-01,2025,566889,"PAHO","Observed",885263,1025343,4559173,"Observed",89.570210056819,"Brazil","Latin America & Caribbean"
"724","Ecuador","ECU",2,7,1.90433243856432,2406.36363636364,2406.36363636364,11082.8181818182,0.56772686551218,0.108023961829184,2025-02-01,2025,4122,"PAHO","Observed",7261,8635,36603,"Observed",98.1356954677294,"Ecuador","Latin America & Caribbean"
