date,country,iso3,cases,Month,Year,Month.Year
2012-03-01,Dominican Republic,DOM,131,3,2012,3-2012
2012-04-01,Dominican Republic,DOM,184,4,2012,4-2012
2012-05-01,Dominican Republic,DOM,281,5,2012,5-2012
2012-06-01,Dominican Republic,DOM,415,6,2012,6-2012
2012-07-01,Dominican Republic,DOM,697,7,2012,7-2012
2012-08-01,Dominican Republic,DOM,1215,8,2012,8-2012
2012-09-01,Dominican Republic,DOM,1363,9,2012,9-2012
2012-10-01,Dominican Republic,DOM,1745,10,2012,10-2012
2012-11-01,Dominican Republic,DOM,2133,11,2012,11-2012
2012-12-01,Dominican Republic,DOM,1128,12,2012,12-2012
2010-01-01,Grenada,GRD,0,1,2010,1-2010
2010-02-01,Grenada,GRD,5,2,2010,2-2010
2010-03-01,Grenada,GRD,1,3,2010,3-2010
2010-04-01,Grenada,GRD,0,4,2010,4-2010
2010-05-01,Grenada,GRD,3,5,2010,5-2010
2010-06-01,Grenada,GRD,5,6,2010,6-2010
2010-07-01,Grenada,GRD,46,7,2010,7-2010
2010-08-01,Grenada,GRD,93,8,2010,8-2010
2010-09-01,Grenada,GRD,74,9,2010,9-2010
2010-10-01,Grenada,GRD,19,10,2010,10-2010
2010-11-01,Grenada,GRD,2,11,2010,11-2010
2010-12-01,Grenada,GRD,4,12,2010,12-2010
2011-01-01,Grenada,GRD,0,1,2011,1-2011
2011-02-01,Grenada,GRD,0,2,2011,2-2011
2011-03-01,Grenada,GRD,5,3,2011,3-2011
2011-04-01,Grenada,GRD,0,4,2011,4-2011
2011-05-01,Grenada,GRD,0,5,2011,5-2011
2011-06-01,Grenada,GRD,0,6,2011,6-2011
2011-07-01,Grenada,GRD,2,7,2011,7-2011
2011-08-01,Grenada,GRD,29,8,2011,8-2011
2011-09-01,Grenada,GRD,24,9,2011,9-2011
2011-10-01,Grenada,GRD,21,10,2011,10-2011
2011-11-01,Grenada,GRD,23,11,2011,11-2011
2011-12-01,Grenada,GRD,20,12,2011,12-2011
2012-01-01,Grenada,GRD,29,1,2012,1-2012
2012-02-01,Grenada,GRD,18,2,2012,2-2012
2012-03-01,Grenada,GRD,11,3,2012,3-2012
2012-04-01,Grenada,GRD,10,4,2012,4-2012
2012-05-01,Grenada,GRD,6,5,2012,5-2012
2012-06-01,Grenada,GRD,2,6,2012,6-2012
2012-07-01,Grenada,GRD,0,7,2012,7-2012
2012-08-01,Grenada,GRD,3,8,2012,8-2012
2012-09-01,Grenada,GRD,5,9,2012,9-2012
2012-10-01,Grenada,GRD,1,10,2012,10-2012
2012-11-01,Grenada,GRD,6,11,2012,11-2012
2012-12-01,Grenada,GRD,3,12,2012,12-2012
2013-01-01,Grenada,GRD,2,1,2013,1-2013
2013-02-01,Grenada,GRD,1,2,2013,2-2013
2013-03-01,Grenada,GRD,0,3,2013,3-2013
2013-04-01,Grenada,GRD,3,4,2013,4-2013
2013-05-01,Grenada,GRD,3,5,2013,5-2013
2013-06-01,Grenada,GRD,8,6,2013,6-2013
2013-07-01,Grenada,GRD,29,7,2013,7-2013
2013-08-01,Grenada,GRD,17,8,2013,8-2013
2013-09-01,Grenada,GRD,54,9,2013,9-2013
2013-10-01,Grenada,GRD,52,10,2013,10-2013
2013-11-01,Grenada,GRD,30,11,2013,11-2013
2013-12-01,Grenada,GRD,29,12,2013,12-2013
2015-01-01,Grenada,GRD,4,1,2015,1-2015
2015-02-01,Grenada,GRD,0,2,2015,2-2015
2015-03-01,Grenada,GRD,2,3,2015,3-2015
2015-04-01,Grenada,GRD,0,4,2015,4-2015
2015-06-01,Grenada,GRD,0,6,2015,6-2015
2015-07-01,Grenada,GRD,0,7,2015,7-2015
2015-09-01,Grenada,GRD,1,9,2015,9-2015
2015-10-01,Grenada,GRD,0,10,2015,10-2015
2015-11-01,Grenada,GRD,0,11,2015,11-2015
2016-01-01,Grenada,GRD,4,1,2016,1-2016
2016-04-01,Grenada,GRD,1,4,2016,4-2016
2016-06-01,Grenada,GRD,0,6,2016,6-2016
2016-07-01,Grenada,GRD,15,7,2016,7-2016
2016-08-01,Grenada,GRD,11,8,2016,8-2016
2016-09-01,Grenada,GRD,10,9,2016,9-2016
2016-11-01,Grenada,GRD,5,11,2016,11-2016
2016-12-01,Grenada,GRD,7,12,2016,12-2016
2018-01-01,Grenada,GRD,10,1,2018,1-2018
2018-02-01,Grenada,GRD,25,2,2018,2-2018
2018-03-01,Grenada,GRD,27,3,2018,3-2018
2018-05-01,Grenada,GRD,27,5,2018,5-2018
2018-06-01,Grenada,GRD,58,6,2018,6-2018
2018-10-01,Grenada,GRD,21,10,2018,10-2018
2018-11-01,Grenada,GRD,23,11,2018,11-2018
2019-03-01,Grenada,GRD,17,3,2019,3-2019
2019-04-01,Grenada,GRD,14,4,2019,4-2019
2019-05-01,Grenada,GRD,22,5,2019,5-2019
2019-06-01,Grenada,GRD,11,6,2019,6-2019
2019-08-01,Grenada,GRD,3,8,2019,8-2019
2019-09-01,Grenada,GRD,0,9,2019,9-2019
2019-10-01,Grenada,GRD,0,10,2019,10-2019
2019-11-01,Grenada,GRD,0,11,2019,11-2019
2019-12-01,Grenada,GRD,0,12,2019,12-2019
2015-04-01,French Guiana,GUF,0,4,2015,4-2015
2015-05-01,French Guiana,GUF,0,5,2015,5-2015
2015-06-01,French Guiana,GUF,0,6,2015,6-2015
2015-07-01,French Guiana,GUF,0,7,2015,7-2015
2015-08-01,French Guiana,GUF,0,8,2015,8-2015
2015-09-01,French Guiana,GUF,0,9,2015,9-2015
2020-02-01,French Guiana,GUF,362,2,2020,2-2020
2020-03-01,French Guiana,GUF,634,3,2020,3-2020
2020-05-01,French Guiana,GUF,1310,5,2020,5-2020
2020-06-01,French Guiana,GUF,1567,6,2020,6-2020
2020-08-01,French Guiana,GUF,851,8,2020,8-2020
2021-04-01,French Guiana,GUF,339,4,2021,4-2021
2021-05-01,French Guiana,GUF,10,5,2021,5-2021
2021-06-01,French Guiana,GUF,0,6,2021,6-2021
2021-07-01,French Guiana,GUF,0,7,2021,7-2021
2021-08-01,French Guiana,GUF,0,8,2021,8-2021
2021-09-01,French Guiana,GUF,0,9,2021,9-2021
2021-12-01,French Guiana,GUF,0,12,2021,12-2021
2010-01-01,Hong Kong Sar China,HKG,0,1,2010,1-2010
2010-02-01,Hong Kong Sar China,HKG,0,2,2010,2-2010
2010-03-01,Hong Kong Sar China,HKG,0,3,2010,3-2010
2010-04-01,Hong Kong Sar China,HKG,0,4,2010,4-2010
2010-05-01,Hong Kong Sar China,HKG,0,5,2010,5-2010
2010-06-01,Hong Kong Sar China,HKG,0,6,2010,6-2010
2010-07-01,Hong Kong Sar China,HKG,0,7,2010,7-2010
2010-08-01,Hong Kong Sar China,HKG,0,8,2010,8-2010
2010-09-01,Hong Kong Sar China,HKG,4,9,2010,9-2010
2010-10-01,Hong Kong Sar China,HKG,0,10,2010,10-2010
2010-11-01,Hong Kong Sar China,HKG,0,11,2010,11-2010
2010-12-01,Hong Kong Sar China,HKG,0,12,2010,12-2010
2014-01-01,Hong Kong Sar China,HKG,0,1,2014,1-2014
2014-02-01,Hong Kong Sar China,HKG,0,2,2014,2-2014
2014-03-01,Hong Kong Sar China,HKG,0,3,2014,3-2014
2014-04-01,Hong Kong Sar China,HKG,0,4,2014,4-2014
2014-05-01,Hong Kong Sar China,HKG,0,5,2014,5-2014
2014-06-01,Hong Kong Sar China,HKG,0,6,2014,6-2014
2014-07-01,Hong Kong Sar China,HKG,0,7,2014,7-2014
2014-08-01,Hong Kong Sar China,HKG,0,8,2014,8-2014
2014-09-01,Hong Kong Sar China,HKG,0,9,2014,9-2014
2014-10-01,Hong Kong Sar China,HKG,1,10,2014,10-2014
2014-11-01,Hong Kong Sar China,HKG,2,11,2014,11-2014
2014-12-01,Hong Kong Sar China,HKG,0,12,2014,12-2014
2015-01-01,Hong Kong Sar China,HKG,0,1,2015,1-2015
2015-02-01,Hong Kong Sar China,HKG,0,2,2015,2-2015
2015-03-01,Hong Kong Sar China,HKG,0,3,2015,3-2015
2015-04-01,Hong Kong Sar China,HKG,0,4,2015,4-2015
2015-05-01,Hong Kong Sar China,HKG,0,5,2015,5-2015
2015-06-01,Hong Kong Sar China,HKG,1,6,2015,6-2015
2015-07-01,Hong Kong Sar China,HKG,0,7,2015,7-2015
2015-08-01,Hong Kong Sar China,HKG,0,8,2015,8-2015
2015-09-01,Hong Kong Sar China,HKG,0,9,2015,9-2015
2015-10-01,Hong Kong Sar China,HKG,0,10,2015,10-2015
2015-11-01,Hong Kong Sar China,HKG,1,11,2015,11-2015
2015-12-01,Hong Kong Sar China,HKG,1,12,2015,12-2015
2016-01-01,Hong Kong Sar China,HKG,0,1,2016,1-2016
2016-02-01,Hong Kong Sar China,HKG,0,2,2016,2-2016
2016-03-01,Hong Kong Sar China,HKG,0,3,2016,3-2016
2016-04-01,Hong Kong Sar China,HKG,0,4,2016,4-2016
2016-05-01,Hong Kong Sar China,HKG,0,5,2016,5-2016
2016-06-01,Hong Kong Sar China,HKG,0,6,2016,6-2016
2016-07-01,Hong Kong Sar China,HKG,0,7,2016,7-2016
2016-08-01,Hong Kong Sar China,HKG,2,8,2016,8-2016
2016-09-01,Hong Kong Sar China,HKG,2,9,2016,9-2016
2016-10-01,Hong Kong Sar China,HKG,0,10,2016,10-2016
2016-11-01,Hong Kong Sar China,HKG,0,11,2016,11-2016
2016-12-01,Hong Kong Sar China,HKG,0,12,2016,12-2016
2017-01-01,Hong Kong Sar China,HKG,0,1,2017,1-2017
2017-02-01,Hong Kong Sar China,HKG,0,2,2017,2-2017
2017-03-01,Hong Kong Sar China,HKG,0,3,2017,3-2017
2017-04-01,Hong Kong Sar China,HKG,0,4,2017,4-2017
2017-05-01,Hong Kong Sar China,HKG,0,5,2017,5-2017
2017-06-01,Hong Kong Sar China,HKG,0,6,2017,6-2017
2017-07-01,Hong Kong Sar China,HKG,0,7,2017,7-2017
2017-08-01,Hong Kong Sar China,HKG,1,8,2017,8-2017
2017-09-01,Hong Kong Sar China,HKG,0,9,2017,9-2017
2017-10-01,Hong Kong Sar China,HKG,0,10,2017,10-2017
2017-11-01,Hong Kong Sar China,HKG,0,11,2017,11-2017
2017-12-01,Hong Kong Sar China,HKG,0,12,2017,12-2017
2018-01-01,Hong Kong Sar China,HKG,0,1,2018,1-2018
2018-02-01,Hong Kong Sar China,HKG,0,2,2018,2-2018
2018-03-01,Hong Kong Sar China,HKG,0,3,2018,3-2018
2018-04-01,Hong Kong Sar China,HKG,0,4,2018,4-2018
2018-05-01,Hong Kong Sar China,HKG,0,5,2018,5-2018
2018-06-01,Hong Kong Sar China,HKG,0,6,2018,6-2018
2018-07-01,Hong Kong Sar China,HKG,0,7,2018,7-2018
2018-08-01,Hong Kong Sar China,HKG,29,8,2018,8-2018
2018-09-01,Hong Kong Sar China,HKG,0,9,2018,9-2018
2018-10-01,Hong Kong Sar China,HKG,0,10,2018,10-2018
2018-11-01,Hong Kong Sar China,HKG,0,11,2018,11-2018
2018-12-01,Hong Kong Sar China,HKG,0,12,2018,12-2018
2019-01-01,Hong Kong Sar China,HKG,0,1,2019,1-2019
2019-02-01,Hong Kong Sar China,HKG,0,2,2019,2-2019
2019-03-01,Hong Kong Sar China,HKG,0,3,2019,3-2019
2019-04-01,Hong Kong Sar China,HKG,0,4,2019,4-2019
2019-05-01,Hong Kong Sar China,HKG,0,5,2019,5-2019
2019-06-01,Hong Kong Sar China,HKG,0,6,2019,6-2019
2019-07-01,Hong Kong Sar China,HKG,0,7,2019,7-2019
2019-08-01,Hong Kong Sar China,HKG,0,8,2019,8-2019
2019-09-01,Hong Kong Sar China,HKG,0,9,2019,9-2019
2019-10-01,Hong Kong Sar China,HKG,0,10,2019,10-2019
2019-11-01,Hong Kong Sar China,HKG,1,11,2019,11-2019
2019-12-01,Hong Kong Sar China,HKG,0,12,2019,12-2019
2020-01-01,Hong Kong Sar China,HKG,0,1,2020,1-2020
2020-02-01,Hong Kong Sar China,HKG,0,2,2020,2-2020
2020-03-01,Hong Kong Sar China,HKG,0,3,2020,3-2020
2020-04-01,Hong Kong Sar China,HKG,1,4,2020,4-2020
2020-05-01,Hong Kong Sar China,HKG,0,5,2020,5-2020
2020-06-01,Hong Kong Sar China,HKG,0,6,2020,6-2020
2020-07-01,Hong Kong Sar China,HKG,0,7,2020,7-2020
2020-08-01,Hong Kong Sar China,HKG,0,8,2020,8-2020
2020-09-01,Hong Kong Sar China,HKG,0,9,2020,9-2020
2020-10-01,Hong Kong Sar China,HKG,0,10,2020,10-2020
2020-11-01,Hong Kong Sar China,HKG,0,11,2020,11-2020
2020-12-01,Hong Kong Sar China,HKG,0,12,2020,12-2020
2011-01-01,Cambodia,KHM,0,1,2011,1-2011
2011-02-01,Cambodia,KHM,0,2,2011,2-2011
2011-03-01,Cambodia,KHM,0,3,2011,3-2011
2011-04-01,Cambodia,KHM,124,4,2011,4-2011
2011-05-01,Cambodia,KHM,781,5,2011,5-2011
2011-06-01,Cambodia,KHM,2370,6,2011,6-2011
2011-07-01,Cambodia,KHM,3540,7,2011,7-2011
2011-08-01,Cambodia,KHM,3414,8,2011,8-2011
2011-09-01,Cambodia,KHM,2579,9,2011,9-2011
2011-10-01,Cambodia,KHM,1359,10,2011,10-2011
2011-11-01,Cambodia,KHM,723,11,2011,11-2011
2011-12-01,Cambodia,KHM,467,12,2011,12-2011
2012-01-01,Cambodia,KHM,355,1,2012,1-2012
2012-02-01,Cambodia,KHM,316,2,2012,2-2012
2012-03-01,Cambodia,KHM,720,3,2012,3-2012
2012-04-01,Cambodia,KHM,1202,4,2012,4-2012
2012-05-01,Cambodia,KHM,3305,5,2012,5-2012
2012-06-01,Cambodia,KHM,7845,6,2012,6-2012
2012-07-01,Cambodia,KHM,9642,7,2012,7-2012
2012-08-01,Cambodia,KHM,7745,8,2012,8-2012
2012-09-01,Cambodia,KHM,5191,9,2012,9-2012
2012-10-01,Cambodia,KHM,3322,10,2012,10-2012
2012-11-01,Cambodia,KHM,1679,11,2012,11-2012
2012-12-01,Cambodia,KHM,1030,12,2012,12-2012
2013-01-01,Cambodia,KHM,451,1,2013,1-2013
2013-02-01,Cambodia,KHM,389,2,2013,2-2013
2013-03-01,Cambodia,KHM,528,3,2013,3-2013
2013-04-01,Cambodia,KHM,678,4,2013,4-2013
2013-05-01,Cambodia,KHM,1600,5,2013,5-2013
2013-06-01,Cambodia,KHM,3304,6,2013,6-2013
2013-07-01,Cambodia,KHM,4429,7,2013,7-2013
2013-08-01,Cambodia,KHM,2491,8,2013,8-2013
2013-09-01,Cambodia,KHM,1380,9,2013,9-2013
2013-10-01,Cambodia,KHM,1105,10,2013,10-2013
2013-11-01,Cambodia,KHM,788,11,2013,11-2013
2013-12-01,Cambodia,KHM,159,12,2013,12-2013
2014-01-01,Cambodia,KHM,101,1,2014,1-2014
2014-02-01,Cambodia,KHM,73,2,2014,2-2014
2014-03-01,Cambodia,KHM,93,3,2014,3-2014
2014-04-01,Cambodia,KHM,138,4,2014,4-2014
2014-05-01,Cambodia,KHM,334,5,2014,5-2014
2014-06-01,Cambodia,KHM,451,6,2014,6-2014
2014-07-01,Cambodia,KHM,559,7,2014,7-2014
2014-08-01,Cambodia,KHM,642,8,2014,8-2014
2014-09-01,Cambodia,KHM,430,9,2014,9-2014
2014-10-01,Cambodia,KHM,354,10,2014,10-2014
2014-11-01,Cambodia,KHM,311,11,2014,11-2014
2014-12-01,Cambodia,KHM,271,12,2014,12-2014
2015-01-01,Cambodia,KHM,152,1,2015,1-2015
2015-02-01,Cambodia,KHM,96,2,2015,2-2015
2015-03-01,Cambodia,KHM,94,3,2015,3-2015
2015-04-01,Cambodia,KHM,151,4,2015,4-2015
2015-05-01,Cambodia,KHM,451,5,2015,5-2015
2015-06-01,Cambodia,KHM,1041,6,2015,6-2015
2015-07-01,Cambodia,KHM,2322,7,2015,7-2015
2015-08-01,Cambodia,KHM,3559,8,2015,8-2015
2015-09-01,Cambodia,KHM,3036,9,2015,9-2015
2015-10-01,Cambodia,KHM,1921,10,2015,10-2015
2015-11-01,Cambodia,KHM,1317,11,2015,11-2015
2015-12-01,Cambodia,KHM,914,12,2015,12-2015
2017-01-01,Cambodia,KHM,79,1,2017,1-2017
2017-02-01,Cambodia,KHM,58,2,2017,2-2017
2017-03-01,Cambodia,KHM,62,3,2017,3-2017
2017-04-01,Cambodia,KHM,102,4,2017,4-2017
2017-05-01,Cambodia,KHM,169,5,2017,5-2017
2017-06-01,Cambodia,KHM,482,6,2017,6-2017
2017-07-01,Cambodia,KHM,612,7,2017,7-2017
2017-08-01,Cambodia,KHM,578,8,2017,8-2017
2017-09-01,Cambodia,KHM,474,9,2017,9-2017
2017-10-01,Cambodia,KHM,381,10,2017,10-2017
2017-11-01,Cambodia,KHM,188,11,2017,11-2017
2017-12-01,Cambodia,KHM,141,12,2017,12-2017
2018-01-01,Cambodia,KHM,438,1,2018,1-2018
2018-02-01,Cambodia,KHM,101,2,2018,2-2018
2018-03-01,Cambodia,KHM,169,3,2018,3-2018
2018-04-01,Cambodia,KHM,245,4,2018,4-2018
2018-05-01,Cambodia,KHM,607,5,2018,5-2018
2018-06-01,Cambodia,KHM,1438,6,2018,6-2018
2018-07-01,Cambodia,KHM,1904,7,2018,7-2018
2018-08-01,Cambodia,KHM,1660,8,2018,8-2018
2018-09-01,Cambodia,KHM,1168,9,2018,9-2018
2018-10-01,Cambodia,KHM,1000,10,2018,10-2018
2018-11-01,Cambodia,KHM,813,11,2018,11-2018
2018-12-01,Cambodia,KHM,976,12,2018,12-2018
2019-01-01,Cambodia,KHM,1830,1,2019,1-2019
2019-02-01,Cambodia,KHM,1679,2,2019,2-2019
2019-03-01,Cambodia,KHM,2129,3,2019,3-2019
2019-04-01,Cambodia,KHM,3083,4,2019,4-2019
2019-05-01,Cambodia,KHM,6305,5,2019,5-2019
2019-06-01,Cambodia,KHM,14429,6,2019,6-2019
2019-07-01,Cambodia,KHM,17422,7,2019,7-2019
2019-08-01,Cambodia,KHM,9338,8,2019,8-2019
2019-09-01,Cambodia,KHM,4782,9,2019,9-2019
2019-10-01,Cambodia,KHM,3713,10,2019,10-2019
2019-11-01,Cambodia,KHM,2325,11,2019,11-2019
2019-12-01,Cambodia,KHM,1240,12,2019,12-2019
2020-01-01,Cambodia,KHM,810,1,2020,1-2020
2020-02-01,Cambodia,KHM,493,2,2020,2-2020
2020-03-01,Cambodia,KHM,356,3,2020,3-2020
2020-04-01,Cambodia,KHM,266,4,2020,4-2020
2020-05-01,Cambodia,KHM,516,5,2020,5-2020
2020-06-01,Cambodia,KHM,890,6,2020,6-2020
2020-07-01,Cambodia,KHM,2071,7,2020,7-2020
2020-08-01,Cambodia,KHM,2422,8,2020,8-2020
2020-09-01,Cambodia,KHM,1696,9,2020,9-2020
2020-10-01,Cambodia,KHM,1015,10,2020,10-2020
2020-11-01,Cambodia,KHM,770,11,2020,11-2020
2020-12-01,Cambodia,KHM,629,12,2020,12-2020
2021-01-01,Cambodia,KHM,226,1,2021,1-2021
2021-02-01,Cambodia,KHM,126,2,2021,2-2021
2021-03-01,Cambodia,KHM,125,3,2021,3-2021
2021-04-01,Cambodia,KHM,90,4,2021,4-2021
2021-05-01,Cambodia,KHM,99,5,2021,5-2021
2021-06-01,Cambodia,KHM,165,6,2021,6-2021
2021-07-01,Cambodia,KHM,121,7,2021,7-2021
2021-08-01,Cambodia,KHM,167,8,2021,8-2021
2021-09-01,Cambodia,KHM,176,9,2021,9-2021
2021-10-01,Cambodia,KHM,193,10,2021,10-2021
2021-11-01,Cambodia,KHM,234,11,2021,11-2021
2021-12-01,Cambodia,KHM,181,12,2021,12-2021
2022-01-01,Cambodia,KHM,495,1,2022,1-2022
2022-02-01,Cambodia,KHM,123,2,2022,2-2022
2022-03-01,Cambodia,KHM,168,3,2022,3-2022
2022-04-01,Cambodia,KHM,231,4,2022,4-2022
2022-05-01,Cambodia,KHM,779,5,2022,5-2022
2022-06-01,Cambodia,KHM,1701,6,2022,6-2022
2022-07-01,Cambodia,KHM,1851,7,2022,7-2022
2022-08-01,Cambodia,KHM,1683,8,2022,8-2022
2022-09-01,Cambodia,KHM,1497,9,2022,9-2022
2022-10-01,Cambodia,KHM,1933,10,2022,10-2022
2022-11-01,Cambodia,KHM,1726,11,2022,11-2022
2022-12-01,Cambodia,KHM,1285,12,2022,12-2022
2011-01-01,Laos,LAO,66,1,2011,1-2011
2011-02-01,Laos,LAO,54,2,2011,2-2011
2011-03-01,Laos,LAO,96,3,2011,3-2011
2011-04-01,Laos,LAO,110,4,2011,4-2011
2011-05-01,Laos,LAO,201,5,2011,5-2011
2011-06-01,Laos,LAO,322,6,2011,6-2011
2011-07-01,Laos,LAO,447,7,2011,7-2011
2011-08-01,Laos,LAO,619,8,2011,8-2011
2011-09-01,Laos,LAO,611,9,2011,9-2011
2011-10-01,Laos,LAO,649,10,2011,10-2011
2011-11-01,Laos,LAO,420,11,2011,11-2011
2011-12-01,Laos,LAO,221,12,2011,12-2011
2012-01-01,Laos,LAO,285,1,2012,1-2012
2012-02-01,Laos,LAO,119,2,2012,2-2012
2012-03-01,Laos,LAO,116,3,2012,3-2012
2012-04-01,Laos,LAO,120,4,2012,4-2012
2012-05-01,Laos,LAO,329,5,2012,5-2012
2012-06-01,Laos,LAO,774,6,2012,6-2012
2012-07-01,Laos,LAO,1070,7,2012,7-2012
2012-08-01,Laos,LAO,1389,8,2012,8-2012
2012-09-01,Laos,LAO,2044,9,2012,9-2012
2012-10-01,Laos,LAO,1823,10,2012,10-2012
2012-11-01,Laos,LAO,1150,11,2012,11-2012
2012-12-01,Laos,LAO,928,12,2012,12-2012
2014-01-01,Laos,LAO,177,1,2014,1-2014
2014-02-01,Laos,LAO,100,2,2014,2-2014
2014-03-01,Laos,LAO,181,3,2014,3-2014
2014-04-01,Laos,LAO,113,4,2014,4-2014
2014-05-01,Laos,LAO,228,5,2014,5-2014
2014-06-01,Laos,LAO,206,6,2014,6-2014
2014-07-01,Laos,LAO,211,7,2014,7-2014
2014-08-01,Laos,LAO,193,8,2014,8-2014
2014-09-01,Laos,LAO,178,9,2014,9-2014
2014-10-01,Laos,LAO,77,10,2014,10-2014
2014-11-01,Laos,LAO,69,11,2014,11-2014
2014-12-01,Laos,LAO,188,12,2014,12-2014
2015-01-01,Laos,LAO,16,1,2015,1-2015
2015-02-01,Laos,LAO,34,2,2015,2-2015
2015-03-01,Laos,LAO,30,3,2015,3-2015
2015-04-01,Laos,LAO,72,4,2015,4-2015
2015-05-01,Laos,LAO,55,5,2015,5-2015
2015-06-01,Laos,LAO,144,6,2015,6-2015
2015-07-01,Laos,LAO,218,7,2015,7-2015
2015-08-01,Laos,LAO,332,8,2015,8-2015
2015-09-01,Laos,LAO,275,9,2015,9-2015
2015-10-01,Laos,LAO,258,10,2015,10-2015
2015-11-01,Laos,LAO,172,11,2015,11-2015
2015-12-01,Laos,LAO,179,12,2015,12-2015
2016-01-01,Laos,LAO,71,1,2016,1-2016
2016-02-01,Laos,LAO,88,2,2016,2-2016
2016-03-01,Laos,LAO,67,3,2016,3-2016
2016-04-01,Laos,LAO,54,4,2016,4-2016
2016-05-01,Laos,LAO,337,5,2016,5-2016
2016-06-01,Laos,LAO,642,6,2016,6-2016
2016-07-01,Laos,LAO,894,7,2016,7-2016
2016-08-01,Laos,LAO,866,8,2016,8-2016
2016-09-01,Laos,LAO,710,9,2016,9-2016
2016-10-01,Laos,LAO,796,10,2016,10-2016
2016-11-01,Laos,LAO,678,11,2016,11-2016
2016-12-01,Laos,LAO,433,12,2016,12-2016
2017-01-01,Laos,LAO,315,1,2017,1-2017
2017-02-01,Laos,LAO,116,2,2017,2-2017
2017-03-01,Laos,LAO,95,3,2017,3-2017
2017-04-01,Laos,LAO,209,4,2017,4-2017
2017-05-01,Laos,LAO,929,5,2017,5-2017
2017-06-01,Laos,LAO,1715,6,2017,6-2017
2017-07-01,Laos,LAO,1990,7,2017,7-2017
2017-08-01,Laos,LAO,2064,8,2017,8-2017
2017-09-01,Laos,LAO,1694,9,2017,9-2017
2017-10-01,Laos,LAO,1111,10,2017,10-2017
2017-11-01,Laos,LAO,604,11,2017,11-2017
2017-12-01,Laos,LAO,189,12,2017,12-2017
2018-01-01,Laos,LAO,132,1,2018,1-2018
2018-02-01,Laos,LAO,65,2,2018,2-2018
2018-03-01,Laos,LAO,116,3,2018,3-2018
2018-04-01,Laos,LAO,120,4,2018,4-2018
2018-05-01,Laos,LAO,338,5,2018,5-2018
2018-06-01,Laos,LAO,920,6,2018,6-2018
2018-07-01,Laos,LAO,1494,7,2018,7-2018
2018-08-01,Laos,LAO,1101,8,2018,8-2018
2018-09-01,Laos,LAO,669,9,2018,9-2018
2018-10-01,Laos,LAO,494,10,2018,10-2018
2018-11-01,Laos,LAO,423,11,2018,11-2018
2018-12-01,Laos,LAO,447,12,2018,12-2018
2019-01-01,Laos,LAO,483,1,2019,1-2019
2019-02-01,Laos,LAO,431,2,2019,2-2019
2019-03-01,Laos,LAO,464,3,2019,3-2019
2019-04-01,Laos,LAO,1095,4,2019,4-2019
2019-05-01,Laos,LAO,2207,5,2019,5-2019
2019-06-01,Laos,LAO,5190,6,2019,6-2019
2019-07-01,Laos,LAO,9441,7,2019,7-2019
2019-08-01,Laos,LAO,8520,8,2019,8-2019
2019-09-01,Laos,LAO,5632,9,2019,9-2019
2019-10-01,Laos,LAO,3465,10,2019,10-2019
2019-11-01,Laos,LAO,1568,11,2019,11-2019
2019-12-01,Laos,LAO,397,12,2019,12-2019
2020-01-01,Laos,LAO,240,1,2020,1-2020
2020-02-01,Laos,LAO,208,2,2020,2-2020
2020-03-01,Laos,LAO,232,3,2020,3-2020
2020-04-01,Laos,LAO,149,4,2020,4-2020
2020-05-01,Laos,LAO,574,5,2020,5-2020
2020-06-01,Laos,LAO,714,6,2020,6-2020
2020-07-01,Laos,LAO,1576,7,2020,7-2020
2020-08-01,Laos,LAO,1618,8,2020,8-2020
2020-09-01,Laos,LAO,1076,9,2020,9-2020
2020-10-01,Laos,LAO,748,10,2020,10-2020
2020-11-01,Laos,LAO,368,11,2020,11-2020
2020-12-01,Laos,LAO,188,12,2020,12-2020
2021-01-01,Laos,LAO,94,1,2021,1-2021
2021-02-01,Laos,LAO,63,2,2021,2-2021
2021-03-01,Laos,LAO,43,3,2021,3-2021
2021-04-01,Laos,LAO,45,4,2021,4-2021
2021-05-01,Laos,LAO,75,5,2021,5-2021
2021-06-01,Laos,LAO,132,6,2021,6-2021
2021-07-01,Laos,LAO,218,7,2021,7-2021
2021-08-01,Laos,LAO,230,8,2021,8-2021
2021-09-01,Laos,LAO,191,9,2021,9-2021
2021-10-01,Laos,LAO,112,10,2021,10-2021
2021-11-01,Laos,LAO,100,11,2021,11-2021
2021-12-01,Laos,LAO,38,12,2021,12-2021
2022-01-01,Laos,LAO,180,1,2022,1-2022
2022-02-01,Laos,LAO,12,2,2022,2-2022
2022-03-01,Laos,LAO,73,3,2022,3-2022
2022-04-01,Laos,LAO,95,4,2022,4-2022
2022-05-01,Laos,LAO,631,5,2022,5-2022
2022-06-01,Laos,LAO,3543,6,2022,6-2022
2022-07-01,Laos,LAO,7870,7,2022,7-2022
2022-08-01,Laos,LAO,7444,8,2022,8-2022
2022-09-01,Laos,LAO,4428,9,2022,9-2022
2022-10-01,Laos,LAO,2633,10,2022,10-2022
2022-11-01,Laos,LAO,1423,11,2022,11-2022
2022-12-01,Laos,LAO,1031,12,2022,12-2022
2010-01-01,Sri Lanka,LKA,5041,1,2010,1-2010
2010-02-01,Sri Lanka,LKA,4622,2,2010,2-2010
2010-03-01,Sri Lanka,LKA,2619,3,2010,3-2010
2010-04-01,Sri Lanka,LKA,1746,4,2010,4-2010
